# Time(s) fish0X fish0Y
0.000 1.179 1.162
1.000 1.179 1.162
2.000 1.179 1.161
3.000 1.179 1.162
4.000 1.179 1.162
5.000 1.179 1.162
6.000 1.179 1.162
7.000 1.179 1.162
8.000 1.179 1.162
9.000 1.179 1.162
10.000 1.179 1.161
11.000 1.179 1.161
12.000 1.179 1.162
13.000 1.179 1.162
14.000 1.179 1.162
15.000 1.179 1.162
16.000 1.179 1.162
17.000 1.179 1.162
18.000 1.179 1.161
19.000 1.179 1.162
20.000 1.179 1.162
21.000 1.179 1.162
22.000 1.179 1.162
23.000 1.179 1.162
24.000 1.179 1.162
25.000 1.179 1.161
26.000 1.179 1.162
27.000 1.179 1.162
28.000 1.179 1.162
29.000 1.179 1.161
30.000 1.179 1.162
31.000 1.179 1.162
32.000 1.179 1.162
33.000 1.179 1.162
34.000 1.179 1.162
35.000 1.179 1.162
36.000 1.179 1.162
37.000 1.179 1.161
38.000 1.179 1.162
39.000 1.179 1.162
40.000 1.179 1.162
41.000 1.179 1.162
42.000 1.179 1.162
43.000 1.179 1.162
44.000 1.179 1.162
45.000 1.179 1.162
46.000 1.179 1.162
47.000 1.179 1.162
48.000 1.179 1.162
49.000 1.179 1.162
50.000 1.179 1.162
51.000 1.179 1.161
52.000 1.179 1.162
53.000 1.179 1.162
54.000 1.179 1.162
55.000 1.179 1.162
56.000 1.179 1.162
57.000 1.179 1.162
58.000 1.179 1.162
59.000 1.179 1.161
60.000 1.179 1.162
61.000 1.179 1.162
62.000 1.179 1.162
63.000 1.179 1.162
64.000 1.179 1.162
65.000 1.179 1.161
66.000 1.179 1.162
67.000 1.179 1.162
68.000 1.179 1.162
69.000 1.179 1.162
70.000 1.179 1.162
71.000 1.179 1.161
72.000 1.179 1.161
73.000 1.179 1.161
74.000 1.179 1.162
75.000 1.179 1.162
76.000 1.179 1.161
77.000 1.179 1.162
78.000 1.179 1.162
79.000 1.179 1.161
80.000 1.179 1.162
81.000 1.179 1.162
82.000 1.179 1.162
83.000 1.179 1.161
84.000 1.179 1.162
85.000 1.179 1.162
86.000 1.179 1.161
87.000 1.179 1.162
88.000 1.179 1.161
89.000 1.179 1.162
90.000 1.179 1.162
91.000 1.179 1.161
92.000 1.179 1.162
93.000 1.179 1.162
94.000 1.179 1.161
95.000 1.179 1.162
96.000 1.179 1.161
97.000 1.179 1.162
98.000 1.179 1.162
99.000 1.179 1.162
100.000 1.179 1.162
101.000 1.179 1.162
102.000 1.179 1.162
103.000 1.179 1.162
104.000 1.179 1.162
105.000 1.179 1.162
