# Time(s) fish0X fish0Y
0.000 0.422 0.033
1.000 0.494 0.032
2.000 0.558 0.025
3.000 0.630 0.010
4.000 0.696 0.012
5.000 0.777 0.010
6.000 0.839 0.004
7.000 0.902 0.012
8.000 0.974 0.006
9.000 1.054 0.008
10.000 1.121 0.014
11.000 1.165 0.035
12.000 1.181 0.077
13.000 1.185 0.134
14.000 1.191 0.186
15.000 1.159 0.229
16.000 1.178 0.275
17.000 1.195 0.273
18.000 1.192 0.345
19.000 1.182 0.415
20.000 1.163 0.483
21.000 1.154 0.558
22.000 1.200 0.617
23.000 1.184 0.671
24.000 1.185 0.748
25.000 1.157 0.802
26.000 1.155 0.890
27.000 1.184 0.983
28.000 1.176 1.081
29.000 1.151 1.161
30.000 1.080 1.179
31.000 0.998 1.165
32.000 0.932 1.131
33.000 0.910 1.044
34.000 0.934 1.022
35.000 0.912 0.975
36.000 0.849 0.956
37.000 0.803 0.982
38.000 0.767 1.055
39.000 0.759 1.151
40.000 0.731 1.191
41.000 0.690 1.177
42.000 0.635 1.183
43.000 0.587 1.176
44.000 0.511 1.175
45.000 0.471 1.190
46.000 0.392 1.182
47.000 0.306 1.177
48.000 0.208 1.172
49.000 0.165 1.121
50.000 0.148 1.121
51.000 0.122 1.089
52.000 0.136 1.097
53.000 0.115 1.145
54.000 0.043 1.137
55.000 0.029 1.086
56.000 0.034 1.024
57.000 0.026 0.952
58.000 0.024 0.864
59.000 0.022 0.780
60.000 0.017 0.737
61.000 0.017 0.673
62.000 0.013 0.578
63.000 0.016 0.492
64.000 0.012 0.390
65.000 0.007 0.294
66.000 0.017 0.208
67.000 0.026 0.131
68.000 0.012 0.072
69.000 0.031 0.031
70.000 0.077 0.037
71.000 0.126 0.045
72.000 0.208 0.039
73.000 0.278 0.053
74.000 0.275 0.126
75.000 0.303 0.164
76.000 0.365 0.130
77.000 0.412 0.062
78.000 0.468 0.013
79.000 0.538 0.020
80.000 0.614 0.025
81.000 0.711 0.016
82.000 0.769 0.054
83.000 0.854 0.050
84.000 0.900 0.096
85.000 0.997 0.041
86.000 1.098 0.031
87.000 1.173 0.029
88.000 1.186 0.083
89.000 1.184 0.149
90.000 1.187 0.223
91.000 1.187 0.288
92.000 1.191 0.386
93.000 1.196 0.456
94.000 1.200 0.492
95.000 1.189 0.588
96.000 1.198 0.699
97.000 1.193 0.799
98.000 1.149 0.861
99.000 1.132 0.897
100.000 1.104 0.889
101.000 1.071 0.880
102.000 1.004 0.911
103.000 0.992 0.945
104.000 1.021 0.984
105.000 1.061 1.008
106.000 1.064 1.052
107.000 1.043 1.083
108.000 0.989 1.106
109.000 0.967 1.179
110.000 1.026 1.181
111.000 1.109 1.177
112.000 1.170 1.178
113.000 1.174 1.143
114.000 1.149 1.135
115.000 1.078 1.170
116.000 0.990 1.171
117.000 0.899 1.178
118.000 0.822 1.175
119.000 0.721 1.193
120.000 0.595 1.185
121.000 0.479 1.185
122.000 0.364 1.186
123.000 0.247 1.149
124.000 0.155 1.168
125.000 0.064 1.147
126.000 0.032 1.098
127.000 0.033 1.033
128.000 0.038 0.946
129.000 0.023 0.864
130.000 0.030 0.772
131.000 0.020 0.695
132.000 0.018 0.609
133.000 0.022 0.522
134.000 0.027 0.427
135.000 0.020 0.343
136.000 0.023 0.262
137.000 0.023 0.185
138.000 0.034 0.124
139.000 0.044 0.061
140.000 0.080 0.037
141.000 0.116 0.059
142.000 0.175 0.037
143.000 0.220 0.035
144.000 0.268 0.061
145.000 0.269 0.122
146.000 0.279 0.164
147.000 0.272 0.204
148.000 0.321 0.196
149.000 0.362 0.173
150.000 0.381 0.175
151.000 0.416 0.160
152.000 0.449 0.085
153.000 0.431 0.019
154.000 0.387 0.022
155.000 0.380 0.087
156.000 0.343 0.139
157.000 0.312 0.176
158.000 0.286 0.211
159.000 0.261 0.185
160.000 0.227 0.156
161.000 0.209 0.138
162.000 0.140 0.108
163.000 0.069 0.098
164.000 0.047 0.046
165.000 0.016 0.082
166.000 0.020 0.119
167.000 0.035 0.149
168.000 0.086 0.184
169.000 0.116 0.206
170.000 0.150 0.221
171.000 0.184 0.195
172.000 0.243 0.167
