# Time(s) fish0X fish0Y
0.000 0.267 0.217
1.000 0.265 0.217
2.000 0.265 0.217
3.000 0.265 0.217
4.000 0.265 0.217
5.000 0.265 0.217
6.000 0.265 0.217
7.000 0.265 0.217
8.000 0.265 0.217
9.000 0.265 0.217
10.000 0.265 0.217
11.000 0.267 0.217
12.000 0.267 0.217
13.000 0.267 0.209
14.000 0.265 0.209
15.000 0.265 0.209
16.000 0.265 0.209
17.000 0.265 0.209
18.000 0.265 0.209
19.000 0.265 0.209
20.000 0.265 0.209
21.000 0.265 0.209
22.000 0.265 0.209
23.000 0.265 0.209
24.000 0.265 0.209
25.000 0.265 0.209
26.000 0.265 0.209
27.000 0.265 0.209
28.000 0.265 0.209
29.000 0.265 0.209
30.000 0.265 0.209
31.000 0.265 0.209
32.000 0.265 0.209
33.000 0.265 0.209
34.000 0.265 0.209
35.000 0.265 0.212
36.000 0.265 0.212
37.000 0.265 0.212
38.000 0.265 0.212
39.000 0.265 0.212
40.000 0.265 0.212
41.000 0.265 0.209
42.000 0.265 0.209
43.000 0.265 0.209
44.000 0.265 0.209
45.000 0.265 0.209
46.000 0.265 0.209
47.000 0.265 0.209
48.000 0.265 0.209
49.000 0.265 0.209
50.000 0.265 0.209
51.000 0.265 0.209
52.000 0.265 0.209
53.000 0.263 0.207
54.000 0.263 0.207
55.000 0.263 0.207
56.000 0.263 0.207
57.000 0.263 0.207
58.000 0.263 0.207
59.000 0.263 0.207
60.000 0.263 0.207
61.000 0.263 0.207
62.000 0.263 0.207
63.000 0.263 0.207
64.000 0.263 0.207
65.000 0.263 0.207
66.000 0.263 0.207
67.000 0.263 0.207
68.000 0.263 0.207
69.000 0.263 0.207
70.000 0.263 0.207
71.000 0.263 0.207
72.000 0.263 0.207
73.000 0.263 0.207
74.000 0.265 0.209
75.000 0.265 0.209
76.000 0.265 0.209
77.000 0.265 0.209
78.000 0.265 0.209
79.000 0.265 0.209
80.000 0.265 0.209
81.000 0.265 0.209
82.000 0.265 0.209
83.000 0.265 0.209
84.000 0.265 0.209
85.000 0.265 0.209
86.000 0.265 0.209
87.000 0.265 0.209
88.000 0.265 0.209
89.000 0.265 0.209
90.000 0.265 0.209
91.000 0.265 0.209
92.000 0.265 0.209
93.000 0.265 0.209
94.000 0.265 0.209
95.000 0.265 0.209
96.000 0.265 0.209
97.000 0.265 0.209
98.000 0.265 0.209
99.000 0.265 0.209
100.000 0.265 0.209
101.000 0.265 0.209
102.000 0.265 0.209
103.000 0.265 0.209
104.000 0.265 0.209
105.000 0.265 0.209
106.000 0.265 0.209
107.000 0.265 0.209
108.000 0.265 0.209
109.000 0.265 0.209
110.000 0.267 0.214
111.000 0.267 0.214
112.000 0.267 0.214
113.000 0.284 0.195
114.000 0.301 0.237
115.000 0.257 0.261
116.000 0.209 0.261
117.000 0.200 0.224
118.000 0.240 0.209
119.000 0.238 0.222
120.000 0.230 0.232
121.000 0.194 0.252
122.000 0.165 0.244
123.000 0.165 0.227
124.000 0.157 0.202
125.000 0.129 0.160
126.000 0.096 0.129
127.000 0.041 0.114
128.000 0.016 0.153
129.000 0.020 0.217
130.000 0.024 0.282
131.000 0.057 0.290
132.000 0.119 0.279
133.000 0.167 0.274
134.000 0.202 0.281
135.000 0.232 0.284
136.000 0.250 0.264
137.000 0.265 0.239
138.000 0.246 0.214
139.000 0.205 0.222
140.000 0.182 0.259
141.000 0.177 0.291
142.000 0.219 0.323
143.000 0.255 0.343
144.000 0.296 0.350
145.000 0.305 0.311
146.000 0.296 0.274
147.000 0.269 0.247
148.000 0.244 0.212
149.000 0.257 0.202
150.000 0.255 0.200
151.000 0.255 0.200
152.000 0.267 0.200
153.000 0.284 0.195
154.000 0.294 0.229
155.000 0.290 0.244
156.000 0.271 0.279
157.000 0.263 0.301
158.000 0.261 0.311
159.000 0.288 0.318
160.000 0.303 0.316
161.000 0.307 0.296
162.000 0.309 0.264
163.000 0.305 0.242
164.000 0.292 0.209
165.000 0.263 0.214
