time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
1885 0.675 1.116 0.312 1.141 0.284 0.487 0.429 1.138 0.211 1.158 0.767 1.156 0.127 0.473 0.144 1.13 0.982 0.927 1.0140625 0.9508749999999999
1886 0.484 1.149 0.431 1.12 0.317 0.531 0.442 1.158 0.171 1.175 0.562 1.111 0.083 0.522 0.153 1.135 0.728 1.165 1.074 0.944
1887 0.492 1.127 0.475 1.114 0.353 0.631 0.313 1.161 0.185 1.186 0.595 1.147 0.078 0.564 0.115 1.125 0.698 1.164 1.134 0.914
1888 0.615 1.126 0.386 1.127 0.348 0.735 0.26 1.152 0.224 1.153 0.651 1.151 0.101 0.599 0.081 1.112 0.678 1.122 1.122 0.819
1889 0.607 1.159 0.325 1.111 0.285 0.766 0.286 1.134 0.16 1.174 0.713 1.095 0.109 0.647 0.162 1.147 0.777 1.132 1.076 0.807
1890 0.553 1.122 0.307 1.121 0.256 0.838 0.245 1.099 0.066 1.148 0.794 1.112 0.104 0.694 0.162 1.12 0.808 1.109 1.003 0.823
1891 0.565 1.067 0.357 1.087 0.221 0.9 0.207 1.136 0.067 1.005 0.812 1.111 0.167 0.639 0.173 1.088 0.835 1.129 0.97 0.741
1892 0.565 1.011 0.378 1.071 0.207 0.964 0.217 1.169 0.089 0.912 0.879 1.046 0.215 0.513 0.186 0.975 0.859 1.11 0.919 0.668
1893 0.56 0.994 0.429 1.05 0.206 0.894 0.314 1.141 0.112 0.84 0.875 0.818 0.229 0.413 0.219 1.03 0.877 1.008 0.862 0.751
1894 0.52 0.948 0.447 0.983 0.225 0.79 0.39 1.114 0.16 0.725 0.85 0.803 0.341 0.396 0.283 1.081 0.868 0.905 0.797 0.806
1895 0.474 0.924 0.453 0.95 0.303 0.701 0.363 1.074 0.152 0.603 0.962 0.785 0.429 0.475 0.319 1.096 0.806 0.857 0.643 0.803
1896 0.439 0.913 0.407 0.893 0.405 0.681 0.423 1.029 0.079 0.505 1.06 0.668 0.463 0.577 0.246 1.14 0.915 0.799 0.469 0.746
1897 0.43 0.896 0.396 0.841 0.502 0.684 0.515 1.012 0.05 0.393 1.14 0.592 0.451 0.652 0.142 1.167 1.013 0.718 0.531 0.681
1898 0.412 0.881 0.396 0.771 0.558 0.824 0.582 1.023 0.07 0.305 1.174 0.45 0.537 0.699 0.085 1.156 1.08 0.626 0.559 0.735
1899 0.378 0.868 0.37 0.72 0.584 0.868 0.643 1.02 0.052 0.175 1.174 0.348 0.551 0.752 0.092 1.061 1.121 0.487 0.544 0.799
1900 0.351 0.855 0.346 0.678 0.66 0.845 0.707 1.015 0.035 0.071 1.174 0.262 0.549 0.791 0.098 1.008 1.132 0.378 0.56 0.826
