time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
2893 0.037 0.172 0.035 0.182 0.1205 0.701 1.1215000000000002 1.0705 0.319 0.8 0.241 0.055 0.12 0.705 0.233 0.83 0.387 0.059 1.135 1.083
2894 0.084 0.23 0.13 0.363 0.086 0.71 1.111 1.089 0.506 0.96 0.346 0.05 0.348 0.838 0.271 0.92 0.387 0.024 1.139 1.078
2895 0.084 0.298 0.156 0.496 0.06 0.734 1.143 1.099 0.549 0.965 0.401 0.06 0.363 0.878 0.318 0.948 0.439 0.03 1.125 1.049
2896 0.117 0.39 0.224 0.644 0.087 0.796 1.139 1.115 0.557 0.992 0.292 0.163 0.381 0.915 0.407 1.034 0.413 0.058 1.083 1.021
2897 0.178 0.518 0.291 0.827 0.103 0.868 1.127 1.122 0.57 1.037 0.213 0.279 0.39 0.957 0.497 1.11 0.341 0.136 0.985 0.974
2898 0.295 0.655 0.37 0.929 0.125 0.913 1.117 1.122 0.608 1.057 0.239 0.391 0.37 0.99 0.579 1.139 0.274 0.243 0.945 0.875
2899 0.409 0.756 0.482 0.995 0.175 0.953 1.114 1.122 0.65 1.039 0.315 0.459 0.351 1.032 0.652 1.103 0.277 0.334 0.882 0.81
2900 0.412 0.872 0.616 0.999 0.232 0.973 1.113 1.122 0.697 1.009 0.394 0.562 0.323 1.066 0.747 1.088 0.279 0.403 0.791 0.853
2901 0.378 0.952 0.733 0.984 0.288 0.993 1.107 1.121 0.762 0.968 0.497 0.632 0.318 1.103 0.82 1.05 0.293 0.462 0.745 0.916
2902 0.349 1.023 0.706 0.96 0.314 1.046 1.096 1.12 0.904 0.944 0.509 0.705 0.286 1.133 0.941 1.013 0.317 0.521 0.771 0.958
2903 0.331 1.069 0.724 1.018 0.324 1.091 1.084 1.122 1.049 0.956 0.286 0.763 0.242 1.125 1.056 1.05 0.31 0.592 0.82 0.939
2904 0.331 1.12 0.755 1.075 0.315 1.133 1.067 1.13 1.047 1.036 0.285 0.938 0.215 1.117 1.136 1.067 0.28 0.68 0.878 0.92
2905 0.295 1.115 0.817 1.129 0.258 1.147 1.056 1.133 0.928 1.11 0.327 1.045 0.162 1.154 1.108 1.0 0.252 0.743 0.932 0.948
2906 0.272 1.142 0.866 1.088 0.202 1.145 1.053 1.12 0.897 1.163 0.428 1.064 0.144 1.172 1.039 0.982 0.228 0.804 0.936 0.988
2907 0.326 1.156 0.868 1.041 0.157 1.165 1.069 1.116 0.828 1.155 0.576 1.058 0.116 1.168 0.993 0.982 0.235 0.863 0.964 1.011
2908 0.415 1.134 0.789 1.032 0.126 1.143 1.089 1.126 0.736 1.076 0.719 1.062 0.073 1.152 0.935 0.95 0.277 0.933 1.004 1.02
2909 0.522 1.103 0.778 1.035 0.058 1.169 1.094 1.128 0.766 1.032 0.729 1.006 0.05 1.172 0.862 0.946 0.378 0.875 1.043 1.002
2910 0.594 1.059 0.827 0.938 0.05 1.06 1.099 1.131 0.702 1.018 0.639 1.041 0.035 1.131 0.812 0.898 0.464 0.865 1.066 0.959
2911 0.529 0.988 0.946 0.954 0.05 1.021 1.101 1.133 0.685 0.978 0.658 1.046 0.043 1.089 0.812 0.862 0.462 0.938 1.091 0.916
2912 0.453 0.999 1.003 0.999 0.059 0.992 1.103 1.146 0.712 0.94 0.686 0.988 0.036 1.043 0.735 0.847 0.488 0.908 1.094 0.868
2913 0.452 0.952 1.001 1.069 0.087 0.957 1.083 1.148 0.702 0.918 0.692 0.973 0.06 1.018 0.683 0.808 0.404 0.857 1.094 0.821
2914 0.402 0.975 0.928 1.123 0.101 0.908 1.078 1.146 0.78 0.876 0.611 0.91 0.108 1.024 0.597 0.756 0.304 0.854 1.085 0.771
2915 0.428 1.022 0.803 1.116 0.094 0.873 1.074 1.145 0.849 0.801 0.494 0.961 0.174 1.0 0.396 0.739 0.256 0.898 1.08 0.722
2916 0.412 1.07 0.724 1.102 0.082 0.833 1.073 1.145 0.911 0.725 0.449 1.001 0.181 0.954 0.351 0.779 0.265 0.95 1.087 0.67
2917 0.418 1.11 0.614 1.081 0.086 0.777 1.068 1.144 0.976 0.678 0.497 1.023 0.156 0.904 0.275 0.84 0.29 0.908 1.077 0.673
2918 0.441 1.136 0.519 1.058 0.085 0.725 1.059 1.146 1.022 0.637 0.488 1.092 0.123 0.866 0.173 0.789 0.21 0.888 1.103 0.651
2919 0.451 1.171 0.551 1.071 0.092 0.681 1.049 1.146 1.085 0.635 0.43 1.138 0.091 0.847 0.156 0.678 0.16 0.919 1.138 0.66
2920 0.493 1.115 0.575 1.028 0.095 0.626 1.049 1.147 1.114 0.614 0.315 1.117 0.074 0.79 0.137 0.542 0.081 0.961 1.151 0.623
2921 0.43 1.105 0.5 0.984 0.109 0.581 1.044 1.146 1.094 0.539 0.168 1.076 0.079 0.725 0.097 0.395 0.075 1.018 1.154 0.542
2922 0.398 1.118 0.413 0.978 0.131 0.532 1.035 1.145 1.05 0.486 0.118 1.05 0.089 0.671 0.074 0.272 0.074 1.068 1.147 0.483
2923 0.414 1.172 0.345 1.066 0.154 0.484 1.031 1.145 0.999 0.433 0.064 1.014 0.076 0.599 0.148 0.202 0.061 1.117 1.138 0.425
2924 0.477 1.161 0.27 1.109 0.2 0.462 1.026 1.145 0.966 0.352 0.088 0.918 0.08 0.526 0.301 0.201 0.138 1.139 1.122 0.37
2925 0.538 1.155 0.215 1.044 0.228 0.42 1.02 1.147 1.002 0.286 0.183 0.933 0.087 0.473 0.314 0.135 0.213 1.08 1.088 0.324
2926 0.593 1.154 0.172 0.961 0.276 0.457 1.02 1.146 1.065 0.268 0.232 0.919 0.138 0.445 0.42 0.101 0.24 1.035 1.066 0.294
2927 0.623 1.168 0.162 0.859 0.296 0.423 1.011 1.15 1.034 0.244 0.206 0.829 0.204 0.398 0.583 0.091 0.303 1.005 1.116 0.279
2928 0.672 1.165 0.12 0.776 0.27 0.384 0.998 1.146 1.002 0.22 0.131 0.727 0.226 0.359 0.674 0.146 0.29 0.878 1.123 0.223
2929 0.736 1.168 0.177 0.656 0.267 0.338 0.982 1.138 0.973 0.207 0.092 0.636 0.237 0.324 0.836 0.153 0.24 0.807 1.033 0.17
2930 0.81 1.154 0.258 0.597 0.295 0.304 0.978 1.136 0.927 0.231 0.11 0.595 0.212 0.276 0.913 0.092 0.212 0.676 0.971 0.173
2931 0.875 1.155 0.272 0.549 0.321 0.291 0.971 1.13 0.894 0.269 0.155 0.582 0.208 0.23 1.013 0.085 0.253 0.562 0.901 0.197
2932 0.944 1.124 0.272 0.397 0.353 0.291 0.961 1.121 0.842 0.244 0.094 0.53 0.237 0.202 1.1 0.159 0.262 0.406 0.809 0.201
2933 0.942 1.147 0.294 0.263 0.385 0.3 0.97 1.137 0.816 0.189 0.045 0.557 0.255 0.156 1.111 0.332 0.253 0.225 0.707 0.189
