# Time(s) fish0X fish0Y
0.000 1.065 0.385
1.000 1.076 0.364
2.000 1.101 0.347
3.000 1.125 0.343
4.000 1.147 0.358
5.000 1.152 0.384
6.000 1.145 0.408
7.000 1.124 0.420
8.000 1.098 0.434
9.000 1.079 0.443
10.000 1.059 0.461
11.000 1.036 0.465
12.000 1.009 0.451
13.000 0.986 0.423
14.000 0.984 0.395
15.000 0.979 0.366
16.000 0.971 0.336
17.000 0.952 0.312
18.000 0.912 0.312
19.000 0.899 0.317
20.000 0.881 0.325
21.000 0.861 0.296
22.000 0.857 0.268
23.000 0.866 0.245
24.000 0.887 0.230
25.000 0.914 0.231
26.000 0.937 0.249
27.000 0.942 0.274
28.000 0.909 0.309
29.000 0.880 0.329
30.000 0.856 0.350
31.000 0.821 0.355
32.000 0.781 0.344
33.000 0.753 0.338
34.000 0.711 0.345
35.000 0.677 0.363
36.000 0.667 0.390
37.000 0.656 0.424
38.000 0.636 0.461
39.000 0.606 0.483
40.000 0.584 0.498
41.000 0.553 0.514
42.000 0.521 0.514
43.000 0.508 0.493
44.000 0.565 0.493
45.000 0.609 0.505
46.000 0.666 0.551
47.000 0.675 0.598
48.000 0.679 0.652
49.000 0.693 0.707
50.000 0.716 0.750
51.000 0.734 0.763
52.000 0.764 0.775
53.000 0.804 0.772
54.000 0.839 0.748
55.000 0.855 0.718
56.000 0.866 0.687
57.000 0.887 0.659
58.000 0.905 0.632
59.000 0.933 0.596
60.000 0.958 0.564
61.000 0.971 0.534
62.000 0.989 0.512
63.000 1.017 0.508
64.000 1.035 0.525
65.000 1.032 0.546
66.000 1.016 0.559
67.000 1.001 0.577
68.000 0.985 0.589
69.000 0.963 0.601
70.000 0.932 0.611
71.000 0.904 0.617
72.000 0.877 0.612
73.000 0.846 0.601
74.000 0.819 0.591
75.000 0.790 0.583
76.000 0.756 0.580
77.000 0.722 0.563
78.000 0.690 0.537
79.000 0.672 0.505
80.000 0.670 0.480
81.000 0.687 0.453
82.000 0.707 0.448
83.000 0.745 0.446
84.000 0.755 0.425
85.000 0.739 0.409
86.000 0.716 0.395
87.000 0.691 0.380
88.000 0.667 0.384
89.000 0.666 0.396
90.000 0.689 0.375
91.000 0.667 0.381
92.000 0.652 0.401
93.000 0.631 0.395
94.000 0.647 0.381
95.000 0.661 0.386
96.000 0.670 0.405
97.000 0.660 0.435
98.000 0.647 0.465
99.000 0.634 0.498
100.000 0.618 0.519
101.000 0.593 0.527
102.000 0.583 0.517
103.000 0.574 0.499
104.000 0.570 0.472
105.000 0.572 0.451
106.000 0.577 0.417
107.000 0.580 0.386
108.000 0.582 0.358
109.000 0.593 0.329
110.000 0.607 0.309
111.000 0.627 0.298
112.000 0.664 0.292
113.000 0.700 0.289
114.000 0.730 0.287
115.000 0.759 0.287
116.000 0.778 0.297
117.000 0.789 0.318
118.000 0.790 0.342
119.000 0.790 0.371
120.000 0.781 0.400
121.000 0.758 0.405
122.000 0.740 0.418
123.000 0.757 0.407
124.000 0.743 0.396
125.000 0.721 0.418
126.000 0.738 0.414
127.000 0.747 0.382
128.000 0.737 0.400
129.000 0.731 0.417
130.000 0.723 0.408
131.000 0.746 0.407
132.000 0.770 0.425
133.000 0.784 0.447
134.000 0.796 0.468
135.000 0.801 0.489
136.000 0.797 0.511
137.000 0.787 0.531
138.000 0.763 0.547
139.000 0.743 0.552
140.000 0.716 0.552
141.000 0.689 0.555
142.000 0.666 0.540
143.000 0.654 0.521
144.000 0.642 0.498
145.000 0.633 0.487
146.000 0.617 0.462
147.000 0.598 0.448
148.000 0.584 0.437
149.000 0.563 0.428
150.000 0.529 0.432
151.000 0.503 0.440
152.000 0.484 0.446
153.000 0.450 0.452
154.000 0.413 0.463
155.000 0.383 0.447
156.000 0.409 0.431
157.000 0.448 0.440
158.000 0.466 0.469
159.000 0.474 0.514
160.000 0.507 0.548
161.000 0.539 0.569
162.000 0.559 0.586
163.000 0.586 0.618
164.000 0.605 0.646
165.000 0.622 0.675
166.000 0.646 0.696
167.000 0.674 0.732
168.000 0.691 0.779
169.000 0.695 0.818
170.000 0.717 0.848
171.000 0.746 0.834
172.000 0.770 0.809
173.000 0.800 0.789
174.000 0.826 0.789
175.000 0.849 0.806
176.000 0.848 0.826
177.000 0.859 0.826
178.000 0.854 0.832
179.000 0.868 0.845
180.000 0.887 0.918
181.000 0.939 0.973
182.000 0.938 0.984
183.000 0.947 0.995
184.000 0.910 0.995
185.000 0.915 0.980
186.000 0.967 0.960
187.000 0.970 0.929
188.000 0.928 0.879
189.000 0.888 0.854
190.000 0.862 0.837
191.000 0.842 0.817
192.000 0.833 0.788
193.000 0.834 0.757
194.000 0.848 0.729
195.000 0.847 0.698
196.000 0.834 0.665
197.000 0.831 0.638
198.000 0.827 0.595
199.000 0.810 0.566
200.000 0.783 0.550
201.000 0.740 0.538
202.000 0.725 0.523
203.000 0.721 0.512
204.000 0.713 0.522
205.000 0.688 0.528
206.000 0.672 0.514
207.000 0.694 0.513
208.000 0.714 0.521
209.000 0.727 0.513
210.000 0.711 0.542
211.000 0.703 0.568
212.000 0.682 0.570
213.000 0.676 0.544
214.000 0.677 0.518
215.000 0.675 0.480
216.000 0.675 0.450
217.000 0.698 0.424
218.000 0.727 0.413
219.000 0.756 0.421
220.000 0.775 0.442
221.000 0.795 0.477
222.000 0.805 0.512
223.000 0.797 0.549
224.000 0.786 0.585
225.000 0.777 0.625
226.000 0.785 0.666
227.000 0.812 0.690
228.000 0.850 0.710
229.000 0.880 0.718
230.000 0.913 0.738
231.000 0.927 0.775
232.000 0.946 0.791
233.000 0.963 0.824
234.000 0.951 0.841
235.000 0.948 0.883
236.000 0.957 0.956
237.000 0.945 0.973
238.000 0.961 0.984
239.000 0.951 0.989
240.000 0.933 0.982
241.000 0.895 0.973
242.000 0.872 0.951
243.000 0.842 0.931
244.000 0.821 0.911
245.000 0.804 0.876
246.000 0.811 0.854
247.000 0.830 0.839
248.000 0.879 0.839
249.000 0.909 0.834
250.000 0.942 0.835
251.000 0.959 0.841
252.000 0.984 0.861
253.000 1.027 0.848
254.000 1.060 0.819
255.000 1.095 0.789
256.000 1.130 0.759
257.000 1.149 0.728
258.000 1.141 0.687
259.000 1.121 0.657
260.000 1.109 0.629
261.000 1.111 0.588
262.000 1.116 0.556
263.000 1.122 0.517
264.000 1.147 0.498
265.000 1.175 0.491
266.000 1.194 0.506
267.000 1.187 0.531
268.000 1.181 0.564
269.000 1.176 0.597
270.000 1.163 0.625
271.000 1.158 0.656
272.000 1.110 0.665
273.000 1.065 0.671
274.000 1.020 0.689
275.000 1.005 0.730
276.000 0.993 0.767
277.000 0.979 0.808
278.000 0.962 0.845
279.000 0.967 0.885
280.000 0.954 0.909
281.000 0.949 0.965
282.000 0.949 0.993
283.000 0.972 1.006
284.000 0.963 1.030
285.000 0.920 1.015
286.000 0.925 0.998
287.000 0.943 0.967
288.000 0.934 0.947
289.000 0.907 0.911
290.000 0.869 0.892
291.000 0.854 0.867
292.000 0.851 0.856
293.000 0.855 0.852
294.000 0.844 0.839
295.000 0.853 0.852
296.000 0.867 0.856
297.000 0.876 0.841
298.000 0.854 0.826
299.000 0.826 0.824
300.000 0.800 0.808
