time,fish_id,x,y
0.0,0,0.25415345517209886,-0.4307031140234945
1.0,0,0.24643137817148672,-0.45653879117721496
2.0,0,0.2304915803566943,-0.5183734670915096
3.0,0,0.22607700815333004,-0.5431213584760687
4.0,0,0.2249689435266074,-0.565
5.0,0,0.222566517578219,-0.565
6.0,0,0.19725440398801217,-0.565
7.0,0,0.17755251591761048,-0.565
8.0,0,0.15109813037368097,-0.5610464327503693
9.0,0,0.12842583275539493,-0.5594605216521074
10.0,0,0.10527350707852008,-0.5560572792628081
11.0,0,0.07389243818542354,-0.5566552626094409
12.0,0,0.03102282103145991,-0.5600664259171766
13.0,0,0.00414930656368518,-0.5573160881043486
14.0,0,-0.030429154354285677,-0.5542508754037447
15.0,0,-0.044744409170520326,-0.5540690267826163
16.0,0,-0.06485182035207557,-0.5507943665506606
17.0,0,-0.09119609407620491,-0.5469738810076117
18.0,0,-0.10806891479624356,-0.5564756403160522
19.0,0,-0.1347911045263905,-0.553427794828862
20.0,0,-0.1397472802425814,-0.5544754970945732
21.0,0,-0.16710582353439785,-0.5609222309468243
22.0,0,-0.21168571154407995,-0.565
23.0,0,-0.2402029374588109,-0.5605755910132197
24.0,0,-0.267248108167619,-0.5637312917233813
25.0,0,-0.2815399809602157,-0.565
26.0,0,-0.2974209126945043,-0.5600703658901978
27.0,0,-0.33566781987846267,-0.5546606618028624
28.0,0,-0.36557494136444996,-0.5572306239967608
29.0,0,-0.39019477524734025,-0.5469079215863152
30.0,0,-0.4149848300413196,-0.5394866083419688
31.0,0,-0.42380975730215154,-0.529437562764126
32.0,0,-0.4287596062142089,-0.5093636497864142
33.0,0,-0.4535469981740188,-0.4849509758164935
34.0,0,-0.46466343424975104,-0.471918331205598
35.0,0,-0.47912330853203716,-0.4458330904019049
36.0,0,-0.5035953583226724,-0.4172861196330903
37.0,0,-0.5033315746261209,-0.40671619094768363
38.0,0,-0.49630507264283596,-0.3795258130213674
39.0,0,-0.48446573123184733,-0.3682970401441476
40.0,0,-0.4459336289935839,-0.33020690402264896
41.0,0,-0.4323393725776928,-0.3215651947922644
42.0,0,-0.4244871598999361,-0.3137501853458823
43.0,0,-0.3900676966999468,-0.26115271565426323
44.0,0,-0.37840056612007733,-0.25002158710435246
45.0,0,-0.34066916543023273,-0.23858695231016047
46.0,0,-0.3286022902608782,-0.24277941029188355
47.0,0,-0.30432179511711177,-0.26921783015935974
48.0,0,-0.28247948302420883,-0.28509796850891855
49.0,0,-0.24794214010993604,-0.2659559887697769
50.0,0,-0.23584576948125272,-0.2705706241922711
51.0,0,-0.20459242471767003,-0.2693063850351182
52.0,0,-0.18165508076486198,-0.27366280287452405
53.0,0,-0.1642354145555303,-0.28696233059853726
54.0,0,-0.14803952266674042,-0.30876739064368386
55.0,0,-0.1315929173153304,-0.3216751675835549
56.0,0,-0.10407719737102156,-0.3367245321434013
57.0,0,-0.07943710055433348,-0.3485736046180792
58.0,0,-0.06466993236097901,-0.3522063941519256
59.0,0,-0.030037524143196548,-0.3554298435751355
60.0,0,-0.0028141176866006666,-0.36098458815179574
