time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
2213 0.265 0.35 0.21050000000000002 0.40149999999999997 0.808 0.878 0.84 0.936 1.188 0.975 0.859 0.906 0.798 0.9 0.812 0.638 1.005 0.915 0.81 0.855
2214 0.169 0.431 0.273 0.367 0.81 0.886 0.809 0.936 1.188 0.954 0.801 0.908 0.769 0.891 0.838 0.652 0.859 0.876 0.813 0.709
2215 0.099 0.487 0.3 0.356 0.754 0.891 0.817 0.971 1.188 0.96 0.797 0.916 0.687 0.799 0.873 0.723 0.848 0.85 0.813 0.776
2216 0.135 0.499 0.289 0.322 0.74 0.85 0.838 0.988 1.193 0.956 0.806 0.913 0.628 0.698 0.907 0.803 0.81 0.808 0.778 0.812
2217 0.207 0.526 0.305 0.292 0.708 0.829 0.859 0.981 1.193 0.986 0.806 0.889 0.612 0.606 0.907 0.872 0.755 0.764 0.705 0.782
2218 0.346 0.539 0.318 0.335 0.703 0.795 0.87 0.947 1.185 1.02 0.812 0.939 0.546 0.518 0.84 0.902 0.724 0.792 0.639 0.733
2219 0.46 0.506 0.329 0.305 0.681 0.771 0.851 0.913 1.185 1.042 0.822 0.96 0.461 0.475 0.812 0.856 0.732 0.842 0.621 0.694
2220 0.523 0.533 0.276 0.292 0.705 0.75 0.806 0.872 0.851 0.992 0.825 0.917 0.429 0.453 0.746 0.838 0.729 0.868 0.611 0.642
2221 0.598 0.604 0.403 0.423 0.659 0.836 0.817 0.917 1.185 1.091 0.883 1.024 0.572 0.599 0.775 0.843 0.756 0.87 0.756 0.737
2222 0.614 0.534 0.162 0.296 0.594 0.815 0.778 0.79 1.188 1.125 0.92 1.018 0.374 0.402 0.793 0.773 0.724 0.816 0.598 0.697
2223 0.592 0.478 0.101 0.23 0.583 0.78 0.827 0.795 1.183 1.123 0.952 1.007 0.305 0.389 0.756 0.726 0.774 0.844 0.672 0.78
2224 0.526 0.447 0.035 0.153 0.593 0.743 0.856 0.795 1.167 1.162 0.962 0.966 0.231 0.408 0.703 0.689 0.809 0.893 0.78 0.854
2225 0.494 0.405 0.042 0.099 0.556 0.68 0.883 0.816 1.114 1.173 0.928 0.962 0.209 0.453 0.647 0.651 0.833 0.936 0.819 0.902
2226 0.494 0.346 0.028 0.066 0.517 0.559 0.912 0.84 1.095 1.162 0.89 1.031 0.183 0.481 0.602 0.612 0.854 0.964 0.848 0.939
2227 0.57 0.277 0.042 0.114 0.441 0.473 0.923 0.885 1.095 1.16 0.918 1.093 0.167 0.539 0.57 0.586 0.867 1.029 0.864 0.969
