# Time(s) fish0X fish0Y
1051.000 0.735 0.390
1052.000 0.722 0.450
1053.000 0.680 0.522
1054.000 0.639 0.603
1055.000 0.566 0.646
1056.000 0.489 0.589
1057.000 0.441 0.529
1058.000 0.357 0.472
1059.000 0.281 0.437
1060.000 0.195 0.451
1061.000 0.121 0.421
1062.000 0.092 0.360
1063.000 0.056 0.296
1064.000 0.042 0.210
1065.000 0.058 0.124
1066.000 0.034 0.059
1067.000 0.083 0.024
1068.000 0.119 0.022
1069.000 0.174 0.036
1070.000 0.233 0.043
1071.000 0.295 0.023
1072.000 0.374 0.027
1073.000 0.435 0.006
1074.000 0.487 0.021
1075.000 0.527 0.025
1076.000 0.515 0.015
1077.000 0.481 0.046
1078.000 0.529 0.093
1079.000 0.610 0.046
1080.000 0.684 0.017
1081.000 0.767 0.051
1082.000 0.827 0.097
1083.000 0.905 0.116
1084.000 0.974 0.061
1085.000 1.025 0.079
1086.000 1.045 0.116
1087.000 1.039 0.157
1088.000 1.029 0.194
1089.000 0.998 0.215
1090.000 0.971 0.239
1091.000 0.945 0.262
1092.000 0.949 0.316
1093.000 0.942 0.376
1094.000 0.987 0.439
1095.000 1.040 0.491
1096.000 1.125 0.525
1097.000 1.159 0.475
1098.000 1.117 0.468
1099.000 1.078 0.457
1100.000 1.018 0.465
1101.000 1.008 0.532
1102.000 1.050 0.612
1103.000 1.127 0.636
1104.000 1.191 0.625
1105.000 1.178 0.709
1106.000 1.194 0.754
1107.000 1.167 0.805
1108.000 1.132 0.880
1109.000 1.119 0.935
1110.000 1.069 0.986
1111.000 1.046 1.064
1112.000 1.067 1.122
1113.000 1.147 1.144
1114.000 1.137 1.176
1115.000 1.053 1.169
1116.000 1.032 1.124
1117.000 1.001 1.125
1118.000 1.031 1.158
1119.000 1.008 1.190
1120.000 0.952 1.179
1121.000 0.892 1.159
1122.000 0.840 1.156
1123.000 0.788 1.138
1124.000 0.732 1.136
1125.000 0.728 1.096
1126.000 0.749 1.051
1127.000 0.761 0.987
1128.000 0.749 0.937
1129.000 0.750 0.870
1130.000 0.691 0.832
1131.000 0.608 0.862
1132.000 0.541 0.923
1133.000 0.459 0.936
1134.000 0.388 0.834
1135.000 0.337 0.787
1136.000 0.256 0.748
1137.000 0.209 0.651
1138.000 0.174 0.566
1139.000 0.140 0.474
1140.000 0.101 0.388
1141.000 0.054 0.311
1142.000 0.059 0.219
1143.000 0.065 0.126
1144.000 0.061 0.063
1145.000 0.062 0.035
1146.000 0.130 0.038
