# TimeStep fish0X fish0Y fish1X fish1Y fish2X fish2Y fish3X fish3Y fish4X fish4Y
0.000 0.682 0.291 0.719 0.338 0.749 0.226 0.699 0.329 0.721 0.309
0.067 0.679 0.295 0.711 0.342 0.746 0.237 0.692 0.334 0.719 0.310
0.133 0.675 0.299 0.700 0.347 0.744 0.246 0.687 0.338 0.712 0.318
0.200 0.672 0.302 0.692 0.351 0.742 0.252 0.682 0.342 nan nan
0.267 0.662 0.309 0.684 0.358 0.739 0.262 0.676 0.347 0.695 0.332
0.333 0.651 0.317 0.676 0.366 0.736 0.273 0.672 0.351 nan nan
0.400 0.641 0.324 0.670 0.373 0.735 0.282 0.658 0.361 nan nan
0.467 0.632 0.329 0.665 0.379 0.734 0.288 0.648 0.369 0.668 0.356
0.533 0.624 0.334 0.662 0.384 0.731 0.294 0.636 0.378 0.660 0.368
0.600 0.617 0.338 0.661 0.391 nan nan 0.626 0.385 0.652 0.380
0.667 0.617 0.338 0.661 0.391 nan nan 0.626 0.385 0.652 0.380
0.733 0.611 0.342 0.661 0.394 nan nan 0.618 0.392 0.646 0.391
0.800 0.591 0.354 0.660 0.399 0.702 0.321 0.605 0.405 nan nan
0.867 0.591 0.354 0.660 0.399 0.702 0.321 0.605 0.405 nan nan
0.933 0.582 0.360 0.655 0.405 0.634 0.411 0.599 0.411 nan nan
1.000 0.568 0.368 0.643 0.415 nan nan 0.587 0.422 nan nan
1.067 0.562 0.372 0.637 0.419 nan nan 0.580 0.426 nan nan
1.133 0.557 0.375 0.626 0.424 nan nan 0.570 0.432 nan nan
1.200 0.552 0.378 0.623 0.426 nan nan 0.558 0.440 nan nan
1.267 0.548 0.380 0.619 0.428 nan nan 0.547 0.447 0.632 0.346
1.333 0.545 0.382 0.615 0.434 nan nan 0.537 0.453 nan nan
1.400 0.544 0.385 0.609 0.439 nan nan 0.530 0.458 nan nan
1.467 0.544 0.388 0.597 0.448 nan nan 0.523 0.463 nan nan
1.533 0.543 0.390 0.588 0.456 nan nan 0.516 0.472 nan nan
1.600 0.543 0.392 0.581 0.462 nan nan 0.508 0.481 nan nan
1.667 0.541 0.397 0.575 0.468 0.566 0.456 0.501 0.487 nan nan
1.733 0.539 0.402 0.569 0.474 nan nan 0.496 0.492 nan nan
1.800 0.536 0.406 0.559 0.483 nan nan 0.488 0.499 nan nan
1.867 0.533 0.412 0.549 0.493 nan nan 0.480 0.509 0.531 0.479
1.933 0.527 0.421 0.543 0.499 nan nan 0.471 0.519 0.522 0.486
2.000 0.519 0.432 0.538 0.505 nan nan 0.463 0.528 0.515 0.491
2.067 0.510 0.443 0.530 0.512 nan nan 0.456 0.535 0.509 0.494
2.133 0.504 0.451 0.523 0.520 nan nan 0.450 0.542 nan nan
2.200 0.498 0.459 0.515 0.531 0.516 0.438 0.445 0.547 nan nan
2.267 0.494 0.463 0.510 0.539 nan nan 0.436 0.552 nan nan
2.333 0.490 0.468 0.506 0.545 nan nan 0.429 0.558 nan nan
2.400 0.487 0.471 0.502 0.551 nan nan 0.423 0.562 nan nan
2.467 0.483 0.476 0.500 0.555 nan nan 0.417 0.567 nan nan
2.533 0.475 0.483 0.498 0.558 nan nan 0.412 0.570 nan nan
2.600 0.464 0.496 0.496 0.560 nan nan 0.408 0.573 0.474 0.477
2.667 0.455 0.506 0.495 0.562 nan nan 0.405 0.575 0.463 0.484
2.733 0.447 0.514 0.492 0.565 nan nan 0.400 0.576 0.455 0.489
2.800 0.441 0.521 0.486 0.570 nan nan 0.396 0.576 0.448 0.494
2.867 0.435 0.526 0.481 0.574 nan nan 0.393 0.576 0.438 0.505
2.933 0.430 0.532 0.477 0.578 0.416 0.604 0.389 0.576 0.428 0.514
3.000 0.426 0.536 0.475 0.581 0.406 0.613 0.386 0.578 0.421 0.521
3.067 0.419 0.541 0.467 0.587 nan nan 0.383 0.580 0.414 0.527
3.133 0.411 0.548 0.461 0.592 nan nan 0.381 0.581 0.404 0.535
3.200 0.399 0.556 0.456 0.597 nan nan 0.378 0.584 0.393 0.538
3.267 0.388 0.563 0.452 0.601 nan nan 0.373 0.589 0.385 0.541
3.333 0.379 0.568 0.448 0.604 nan nan 0.368 0.594 0.379 0.542
3.400 0.370 0.573 0.439 0.612 0.372 0.643 0.363 0.599 0.374 0.544
3.467 0.362 0.578 0.426 0.621 0.372 0.649 0.358 0.603 0.363 0.552
3.533 0.355 0.582 0.415 0.630 0.373 0.655 0.352 0.609 0.354 0.560
3.600 0.349 0.585 0.407 0.638 0.376 0.659 0.346 0.620 0.347 0.567
3.667 0.343 0.584 0.401 0.646 0.378 0.662 0.340 0.629 nan nan
3.733 0.337 0.588 nan nan nan nan 0.335 0.637 nan nan
3.800 0.333 0.591 nan nan nan nan 0.331 0.643 nan nan
3.867 0.329 0.597 nan nan nan nan 0.327 0.648 nan nan
3.933 0.325 0.603 nan nan nan nan 0.324 0.653 nan nan
4.000 0.322 0.607 nan nan 0.363 0.671 0.323 0.659 0.387 0.671
4.067 0.322 0.607 nan nan 0.363 0.671 0.323 0.659 0.387 0.671
4.133 0.319 0.613 nan nan 0.355 0.673 0.323 0.665 0.401 0.664
4.200 0.316 0.620 0.336 0.684 nan nan 0.322 0.673 0.404 0.663
4.267 0.315 0.623 0.329 0.688 nan nan 0.320 0.678 0.409 0.663
4.333 0.313 0.625 0.320 0.693 0.307 0.655 0.316 0.684 0.414 0.659
4.400 0.312 0.628 nan nan 0.303 0.662 nan nan nan nan
4.467 0.311 0.631 0.422 0.652 0.299 0.667 nan nan nan nan
4.533 0.310 0.635 0.425 0.650 0.290 0.677 nan nan nan nan
