# Time(s) fish0X fish0Y
0.000 0.726 0.713
1.000 0.726 0.714
2.000 0.726 0.713
3.000 0.726 0.713
4.000 0.726 0.713
5.000 0.726 0.713
6.000 0.726 0.713
7.000 0.726 0.713
8.000 0.726 0.713
9.000 0.726 0.713
10.000 0.725 0.713
11.000 0.726 0.713
12.000 0.725 0.713
13.000 0.726 0.713
14.000 0.726 0.714
15.000 0.726 0.713
16.000 0.726 0.714
17.000 0.726 0.714
18.000 0.726 0.713
19.000 0.725 0.714
20.000 0.725 0.713
21.000 0.725 0.714
22.000 0.726 0.714
23.000 0.725 0.713
24.000 0.726 0.714
25.000 0.726 0.714
26.000 0.726 0.713
27.000 0.726 0.713
28.000 0.725 0.713
29.000 0.726 0.713
30.000 0.726 0.714
31.000 0.725 0.713
32.000 0.726 0.714
33.000 0.725 0.714
34.000 0.725 0.713
35.000 0.725 0.714
36.000 0.725 0.714
37.000 0.725 0.714
38.000 0.726 0.714
39.000 0.726 0.713
40.000 0.726 0.714
41.000 0.725 0.714
42.000 0.725 0.713
43.000 0.726 0.714
44.000 0.725 0.713
45.000 0.726 0.714
46.000 0.726 0.714
47.000 0.725 0.713
48.000 0.726 0.714
49.000 0.726 0.714
50.000 0.726 0.714
51.000 0.726 0.714
52.000 0.725 0.713
53.000 0.725 0.713
54.000 0.726 0.714
55.000 0.725 0.713
56.000 0.725 0.714
57.000 0.725 0.714
58.000 0.726 0.714
59.000 0.725 0.714
60.000 0.725 0.714
61.000 0.725 0.714
62.000 0.725 0.714
63.000 0.725 0.714
64.000 0.726 0.714
65.000 0.726 0.714
66.000 0.725 0.714
67.000 0.725 0.714
68.000 0.726 0.714
69.000 0.726 0.714
70.000 0.725 0.714
71.000 0.725 0.713
72.000 0.725 0.714
73.000 0.726 0.714
74.000 0.726 0.714
75.000 0.726 0.714
76.000 0.725 0.714
77.000 0.726 0.714
78.000 0.726 0.714
79.000 0.725 0.714
80.000 0.726 0.714
81.000 0.725 0.714
82.000 0.725 0.714
83.000 0.726 0.713
84.000 0.725 0.714
85.000 0.725 0.714
86.000 0.726 0.714
87.000 0.725 0.714
88.000 0.725 0.714
89.000 0.726 0.714
90.000 0.725 0.714
91.000 0.725 0.714
92.000 0.726 0.714
93.000 0.725 0.714
94.000 0.726 0.714
95.000 0.725 0.713
96.000 0.726 0.714
97.000 0.725 0.714
98.000 0.725 0.714
99.000 0.725 0.714
100.000 0.725 0.714
101.000 0.725 0.714
102.000 0.725 0.714
103.000 0.725 0.714
104.000 0.725 0.714
105.000 0.725 0.714
106.000 0.726 0.714
107.000 0.725 0.714
108.000 0.725 0.714
109.000 0.725 0.714
110.000 0.725 0.714
111.000 0.725 0.714
112.000 0.726 0.714
113.000 0.725 0.714
114.000 0.725 0.714
115.000 0.725 0.714
116.000 0.725 0.714
117.000 0.726 0.714
118.000 0.726 0.714
119.000 0.725 0.714
120.000 0.726 0.714
121.000 0.725 0.714
122.000 0.725 0.714
123.000 0.725 0.714
124.000 0.725 0.714
125.000 0.725 0.714
126.000 0.725 0.714
127.000 0.725 0.714
128.000 0.725 0.714
129.000 0.725 0.714
130.000 0.725 0.714
131.000 0.725 0.714
132.000 0.725 0.714
133.000 0.725 0.714
134.000 0.725 0.714
135.000 0.725 0.714
136.000 0.725 0.714
137.000 0.725 0.714
138.000 0.725 0.714
139.000 0.725 0.714
140.000 0.725 0.714
141.000 0.726 0.714
142.000 0.725 0.714
143.000 0.725 0.714
144.000 0.725 0.714
145.000 0.725 0.714
