time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
1583 0.96 1.029 0.088 0.618 1.022 0.844 1.153 0.048 0.244 0.313 0.208 0.6335 0.095 0.572 0.091 1.086 1.149 0.746 0.243 0.314
1584 0.975 0.956 0.114 0.765 0.983 0.786 1.15 0.025 0.113 0.338 0.132 0.765 0.113 0.69 0.089 1.133 1.152 0.693 0.174 0.433
1585 0.983 0.882 0.094 0.865 0.969 0.732 1.144 0.021 0.063 0.479 0.099 0.899 0.11 0.829 0.105 1.174 1.143 0.624 0.133 0.598
1586 1.027 0.825 0.09 0.961 1.036 0.656 1.166 0.032 0.072 0.616 0.082 1.005 0.065 0.888 0.144 1.189 1.161 0.561 0.104 0.716
1587 1.094 0.867 0.075 1.019 1.118 0.645 1.158 0.046 0.101 0.707 0.079 1.051 0.043 0.905 0.192 1.183 1.174 0.539 0.094 0.817
1588 1.126 0.921 0.171 1.069 1.166 0.567 1.162 0.076 0.135 0.825 0.179 1.077 0.032 0.947 0.222 1.173 1.187 0.486 0.083 0.896
1589 1.15 0.959 0.259 1.153 1.157 0.465 1.162 0.113 0.137 0.99 0.251 1.165 0.034 0.971 0.346 1.132 1.176 0.421 0.064 0.971
1590 1.164 1.008 0.435 1.133 1.125 0.366 1.145 0.145 0.205 1.067 0.298 1.162 0.047 1.009 0.566 1.115 1.175 0.35 0.08 1.033
1591 1.125 1.068 0.605 1.123 1.111 0.253 1.133 0.241 0.388 1.111 0.349 1.16 0.075 1.018 0.794 1.108 1.176 0.272 0.082 1.033
1592 1.115 1.115 0.767 1.134 1.163 0.247 1.144 0.144 0.542 1.121 0.38 1.161 0.088 1.03 0.968 1.119 1.187 0.195 0.078 1.046
1593 1.055 1.158 0.926 1.159 1.166 0.189 1.132 0.054 0.654 1.102 0.407 1.14 0.08 1.005 1.033 1.157 1.15 0.147 0.077 1.033
