# TimeStep fish0X fish0Y fish1X fish1Y
0.000 0.671 0.296 nan nan
0.067 0.665 0.300 nan nan
0.133 0.656 0.299 nan nan
0.200 0.650 0.298 nan nan
0.267 0.647 0.297 nan nan
0.333 0.640 0.304 nan nan
0.400 0.636 0.308 nan nan
0.467 0.634 0.313 nan nan
0.533 0.629 0.323 nan nan
0.600 0.625 0.332 nan nan
0.667 0.622 0.339 nan nan
0.733 0.619 0.346 nan nan
0.800 0.615 0.354 nan nan
0.867 0.615 0.358 nan nan
0.933 0.611 0.363 nan nan
1.000 0.611 0.363 nan nan
1.067 0.603 0.372 0.614 0.355
1.133 0.593 0.377 0.608 0.361
1.200 0.589 0.378 nan nan
1.267 0.586 0.379 nan nan
1.333 0.583 0.380 0.598 0.370
1.400 0.578 0.387 nan nan
1.467 0.572 0.394 nan nan
1.533 0.568 0.399 nan nan
1.600 0.564 0.403 nan nan
1.667 0.561 0.406 nan nan
1.733 0.559 0.409 0.576 0.388
1.800 0.557 0.411 0.569 0.394
1.867 0.553 0.409 0.561 0.399
1.933 nan nan nan nan
2.000 nan nan nan nan
2.067 nan nan nan nan
2.133 nan nan nan nan
2.200 nan nan nan nan
2.267 nan nan nan nan
2.333 0.561 0.389 0.547 0.403
2.400 0.565 0.381 0.545 0.403
2.467 0.569 0.373 0.545 0.403
2.533 0.572 0.366 0.545 0.403
2.600 0.579 0.360 nan nan
2.667 0.587 0.353 nan nan
2.733 0.594 0.347 nan nan
2.800 0.602 0.339 nan nan
2.867 0.609 0.328 nan nan
2.933 0.617 0.319 nan nan
3.000 0.626 0.315 nan nan
3.067 0.636 0.310 nan nan
3.133 0.647 0.305 nan nan
3.200 0.658 0.299 nan nan
3.267 0.667 0.294 nan nan
3.333 0.674 0.290 nan nan
3.400 0.681 0.284 nan nan
3.467 0.687 0.278 nan nan
3.533 0.691 0.274 nan nan
3.600 0.695 0.271 nan nan
3.667 0.699 0.267 nan nan
3.733 0.701 0.265 nan nan
3.800 0.704 0.258 nan nan
3.867 0.706 0.251 nan nan
3.933 0.708 0.244 nan nan
4.000 0.709 0.239 nan nan
4.067 0.710 0.235 nan nan
4.133 0.711 0.231 nan nan
4.200 0.711 0.227 nan nan
4.267 0.711 0.225 nan nan
4.333 0.710 0.221 nan nan
4.400 0.710 0.219 nan nan
4.467 0.709 0.216 nan nan
4.533 0.708 0.214 nan nan
4.600 0.706 0.212 nan nan
4.667 0.705 0.210 nan nan
4.733 0.704 0.208 nan nan
4.800 0.702 0.207 nan nan
4.867 0.702 0.204 nan nan
4.933 0.702 0.202 nan nan
5.000 0.701 0.201 nan nan
5.067 0.701 0.199 nan nan
5.133 0.701 0.198 nan nan
5.200 0.701 0.197 nan nan
5.267 0.701 0.195 nan nan
5.333 0.700 0.194 nan nan
5.400 0.700 0.192 nan nan
5.467 0.700 0.191 nan nan
5.533 0.700 0.190 nan nan
5.600 0.700 0.187 nan nan
5.667 0.701 0.184 nan nan
5.733 0.702 0.181 nan nan
5.800 0.704 0.176 nan nan
5.867 0.706 0.167 nan nan
5.933 0.708 0.159 nan nan
6.000 0.710 0.154 nan nan
6.067 0.711 0.149 nan nan
6.133 0.712 0.145 nan nan
6.200 0.713 0.141 nan nan
6.267 0.713 0.139 nan nan
6.333 0.714 0.136 nan nan
6.400 0.715 0.133 nan nan
6.467 0.715 0.127 nan nan
6.533 0.714 0.123 nan nan
6.600 0.713 0.120 nan nan
6.667 0.713 0.117 nan nan
6.733 0.712 0.114 nan nan
6.800 0.712 0.110 nan nan
6.867 0.711 0.106 nan nan
6.933 0.710 0.104 nan nan
7.000 0.710 0.102 nan nan
7.067 0.711 0.096 nan nan
7.133 0.713 0.091 nan nan
7.200 0.714 0.087 nan nan
7.267 0.714 0.078 nan nan
7.333 0.715 0.072 nan nan
7.400 0.716 0.069 nan nan
7.467 0.726 0.081 nan nan
7.533 0.730 0.091 nan nan
7.600 0.733 0.096 nan nan
7.667 0.735 0.101 nan nan
7.733 0.737 0.104 nan nan
7.800 0.738 0.107 nan nan
7.867 0.742 0.109 nan nan
7.933 0.745 0.110 nan nan
8.000 0.747 0.110 nan nan
