# TimeStep fish0X fish0Y
0.000 0.543 0.433
0.067 0.545 0.431
0.133 0.547 0.430
0.200 0.547 0.429
0.267 0.549 0.428
0.333 0.549 0.427
0.400 0.551 0.425
0.467 0.553 0.424
0.533 0.557 0.421
0.600 0.561 0.418
0.667 0.564 0.416
0.733 0.567 0.413
0.800 0.570 0.411
0.867 0.573 0.409
0.933 0.575 0.408
1.000 0.577 0.407
1.067 0.580 0.404
1.133 0.584 0.401
1.200 0.591 0.398
1.267 0.596 0.396
1.333 0.601 0.394
1.400 0.605 0.392
1.467 0.609 0.391
1.533 0.612 0.390
1.600 0.615 0.389
1.667 0.618 0.388
1.733 0.620 0.388
1.800 0.623 0.387
1.867 0.626 0.386
1.933 0.627 0.386
2.000 0.628 0.386
2.067 0.630 0.385
2.133 0.632 0.385
2.200 0.635 0.384
2.267 0.641 0.381
2.333 0.647 0.380
2.400 0.653 0.379
2.467 0.658 0.378
2.533 0.662 0.378
2.600 0.665 0.376
2.667 0.670 0.370
2.733 0.672 0.363
2.800 0.674 0.358
2.867 0.676 0.352
2.933 0.677 0.348
3.000 0.678 0.344
3.067 0.679 0.340
3.133 0.680 0.337
3.200 0.680 0.334
3.267 0.681 0.331
3.333 0.682 0.329
3.400 0.682 0.327
3.467 0.683 0.324
3.533 0.683 0.322
3.600 0.685 0.319
3.667 0.688 0.315
3.733 0.692 0.311
3.800 0.695 0.307
3.867 0.697 0.304
3.933 0.699 0.302
4.000 0.702 0.299
4.067 0.704 0.297
4.133 0.712 0.294
4.200 0.718 0.292
4.267 0.724 0.290
4.333 0.729 0.288
4.400 0.733 0.287
4.467 0.737 0.285
4.533 0.741 0.284
4.600 0.744 0.284
4.667 0.751 0.285
4.733 0.759 0.285
4.800 0.766 0.286
4.867 0.771 0.287
4.933 0.776 0.288
5.000 0.781 0.289
5.067 0.784 0.288
5.133 0.793 0.282
5.200 0.798 0.277
5.267 0.803 0.273
5.333 0.807 0.269
5.400 0.811 0.265
5.467 0.814 0.262
5.533 0.818 0.259
5.600 0.820 0.256
5.667 0.822 0.254
5.733 0.825 0.251
5.800 0.827 0.249
5.867 0.829 0.247
5.933 0.831 0.246
6.000 0.832 0.244
6.067 0.833 0.243
6.133 0.837 0.241
6.200 0.845 0.237
6.267 0.852 0.234
6.333 0.857 0.231
6.400 0.862 0.229
6.467 0.867 0.227
6.533 0.870 0.225
6.600 0.874 0.224
6.667 0.878 0.222
6.733 0.880 0.220
6.800 0.881 0.212
6.867 0.882 0.204
6.933 0.882 0.197
7.000 0.881 0.190
7.067 0.880 0.185
7.133 0.878 0.180
7.200 0.873 0.173
7.267 0.868 0.167
7.333 0.862 0.162
7.400 0.857 0.157
7.467 0.854 0.154
7.533 0.849 0.150
7.600 0.846 0.147
7.667 0.843 0.145
7.733 0.840 0.142
7.800 0.837 0.140
7.867 0.835 0.139
7.933 0.832 0.137
8.000 0.825 0.135
8.067 0.818 0.134
8.133 0.812 0.133
8.200 0.807 0.132
8.267 0.803 0.132
8.333 0.799 0.132
8.400 0.795 0.131
8.467 0.792 0.131
8.533 0.783 0.134
8.600 0.776 0.135
8.667 0.770 0.137
8.733 0.764 0.139
8.800 0.759 0.140
8.867 0.755 0.142
8.933 0.750 0.144
9.000 0.747 0.145
9.067 0.741 0.151
9.133 0.737 0.156
9.200 0.733 0.161
9.267 0.730 0.165
9.333 0.727 0.169
9.400 0.724 0.173
9.467 0.722 0.176
9.533 0.720 0.179
9.600 0.718 0.182
9.667 0.718 0.186
9.733 0.717 0.194
9.800 0.717 0.202
9.867 0.718 0.210
9.933 0.718 0.216
10.000 0.718 0.222
10.067 0.719 0.227
10.133 0.716 0.235
10.200 0.715 0.246
10.267 0.713 0.256
10.333 0.712 0.265
10.400 0.710 0.273
10.467 0.709 0.279
10.533 0.708 0.285
10.600 0.707 0.291
10.667 0.707 0.296
10.733 0.706 0.300
10.800 0.706 0.305
10.867 0.705 0.309
10.933 0.700 0.315
11.000 0.695 0.322
11.067 0.691 0.328
11.133 0.687 0.334
11.200 0.684 0.339
11.267 0.680 0.344
11.333 0.676 0.347
11.400 0.666 0.354
11.467 0.658 0.359
11.533 0.651 0.364
11.600 0.644 0.369
11.667 0.639 0.372
11.733 0.634 0.376
11.800 0.629 0.379
11.867 0.623 0.386
11.933 0.615 0.394
12.000 0.609 0.400
12.067 0.603 0.406
12.133 0.599 0.410
12.200 0.595 0.414
12.267 0.591 0.418
12.333 0.587 0.421
12.400 0.584 0.425
12.467 0.581 0.428
12.533 0.578 0.430
12.600 0.572 0.434
12.667 0.564 0.440
12.733 0.555 0.446
12.800 0.548 0.451
12.867 0.541 0.455
12.933 0.536 0.459
13.000 0.530 0.467
13.067 0.523 0.474
13.133 0.517 0.481
13.200 0.513 0.487
13.267 0.509 0.491
13.333 0.502 0.497
13.400 0.493 0.503
13.467 0.484 0.509
13.533 0.477 0.514
13.600 0.470 0.518
13.667 0.465 0.521
13.733 0.458 0.529
13.800 0.451 0.537
13.867 0.445 0.545
13.933 0.439 0.552
14.000 0.434 0.558
14.067 0.429 0.563
14.133 0.425 0.567
14.200 0.421 0.571
14.267 0.418 0.575
14.333 0.415 0.578
14.400 0.404 0.584
14.467 0.396 0.588
14.533 0.389 0.592
14.600 0.382 0.596
14.667 0.377 0.598
