time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
0 0.041 1.092 0.943 0.56 1.008 0.371 1.003 0.766 1.027 0.493 1.119 0.73 1.123 0.155 1.136 0.396 1.159 0.345 1.135 0.38
1 0.071 1.119 1.009 0.409 0.975 0.368 1.001 0.696 1.045 0.4 1.11 0.679 1.058 0.064 1.116 0.366 1.085 0.186 1.106 0.276
2 0.129 1.151 1.0 0.377 1.022 0.279 0.994 0.618 1.107 0.494 1.111 0.646 0.925 0.07 1.035 0.183 0.925 0.09 1.083 0.16
3 0.21 1.165 0.996 0.312 0.949 0.193 1.075 0.671 1.005 0.533 1.146 0.65 0.793 0.067 0.992 0.079 0.746 0.093 1.159 0.213
4 0.307 1.167 1.035 0.284 0.804 0.148 1.027 0.79 1.047 0.435 1.12 0.681 0.651 0.126 0.851 0.053 0.577 0.114 1.085 0.338
5 0.341 1.141 0.909 0.401 0.63 0.132 0.904 0.861 1.026 0.407 1.075 0.729 0.476 0.198 0.699 0.082 0.441 0.157 1.068 0.38
6 0.412 1.129 0.664 0.3 0.467 0.219 0.849 0.75 0.785 0.329 1.031 0.781 0.336 0.185 0.556 0.112 0.313 0.198 1.074 0.406
7 0.513 1.156 0.403 0.24 0.284 0.243 0.759 0.504 0.55 0.281 1.006 0.841 0.278 0.148 0.416 0.157 0.256 0.14 1.032 0.432
8 0.612 1.154 0.331 0.181 0.307 0.189 0.494 0.301 0.326 0.239 0.982 0.871 0.259 0.145 0.296 0.126 0.217 0.079 0.988 0.465
9 0.717 1.141 0.286 0.166 0.257 0.16 0.305 0.234 0.221 0.211 0.98 0.912 0.216 0.183 0.308 0.094 0.263 0.119 0.939 0.487
10 0.82 1.165 0.271 0.187 0.205 0.23 0.305 0.215 0.187 0.264 1.004 0.946 0.16 0.226 0.262 0.15 0.181 0.166 0.885 0.492
11 0.865 1.14 0.2 0.211 0.223 0.279 0.25 0.262 0.195 0.32 1.045 0.938 0.122 0.302 0.26 0.189 0.166 0.211 0.846 0.496
12 0.901 1.109 0.184 0.258 0.205 0.292 0.244 0.342 0.252 0.37 1.072 0.921 0.15 0.388 0.265 0.237 0.166 0.273 0.796 0.522
13 0.97 1.125 0.195 0.299 0.25 0.324 0.289 0.335 0.268 0.359 1.077 0.912 0.229 0.359 0.247 0.252 0.223 0.337 0.759 0.547
14 1.058 1.155 0.213 0.303 0.265 0.329 0.728 0.555 0.297 0.352 1.093 0.884 0.208 0.348 0.273 0.312 0.242 0.329 0.933 0.919
15 1.151 1.128 0.179 0.346 0.292 0.322 0.701 0.551 0.313 0.318 1.08 0.856 0.226 0.37 0.265 0.294 0.258 0.335 1.08 0.858
16 1.166 1.077 0.184 0.344 0.226 0.327 0.331 0.339 0.281 0.29 0.6571222666048031 0.5892146507048396 0.2 0.361 0.223 0.29 0.234 0.37 1.048 0.841
17 1.161 1.013 0.162 0.308 0.244 0.331 0.284 0.35 0.294 0.297 0.636 0.611 0.205 0.335 0.244 0.292 0.281 0.342 1.03 0.846
18 1.148 1.011 0.174 0.275 0.218 0.294 0.281 0.314 0.286 0.26 0.626 0.653 0.216 0.331 0.223 0.273 0.273 0.282 1.004 0.856
19 1.124 0.976 0.156 0.264 0.195 0.29 0.244 0.299 0.286 0.254 0.629 0.691 0.242 0.374 0.187 0.247 0.229 0.247 0.988 0.865
20 1.117 0.876 0.163 0.286 0.216 0.303 0.216 0.327 0.292 0.282 0.627 0.716 0.268 0.346 0.221 0.288 0.244 0.252 0.993 0.938
21 1.158 0.766 0.208 0.275 0.205 0.297 0.179 0.337 0.276 0.294 0.61 0.742 0.271 0.357 0.26 0.303 0.271 0.275 0.964 0.886
