time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
2047 0.176 1.024 0.798 0.045 0.269 1.094 0.921 0.079 0.833 0.07400000000000001 0.831 0.043 1.036 1.075 0.822 0.082 0.958 0.066 1.03 1.059
2048 0.124 0.956 0.735 0.035 0.216 1.054 0.835 0.093 0.817 0.315 0.757 0.059 1.01 1.09 0.757 0.093 0.881 0.081 1.027 1.046
2049 0.179 0.87 0.643 0.066 0.18 1.033 0.767 0.109 0.836 0.655 0.675 0.08 1.029 1.068 0.736 0.09 0.769 0.075 0.995 1.032
2050 0.323 0.84 0.548 0.074 0.16 1.0 0.666 0.145 0.911 0.878 0.618 0.077 0.957 1.068 0.654 0.063 0.711 0.084 0.931 1.09
2051 0.463 0.853 0.451 0.067 0.185 0.949 0.585 0.145 0.924 1.011 0.524 0.089 0.882 1.058 0.549 0.063 0.639 0.073 0.883 1.092
2052 0.601 0.883 0.35 0.067 0.195 0.912 0.543 0.184 0.879 1.052 0.395 0.057 0.867 1.071 0.456 0.097 0.553 0.065 0.874 1.084
2053 0.698 0.945 0.259 0.063 0.177 0.863 0.481 0.175 0.881 1.055 0.33 0.063 0.733 1.027 0.402 0.133 0.479 0.108 0.825 1.074
2054 0.686 1.012 0.174 0.086 0.172 0.822 0.405 0.131 0.841 1.059 0.25 0.064 0.622 1.045 0.296 0.118 0.395 0.107 0.701 1.028
2055 0.592 1.036 0.103 0.083 0.201 0.783 0.34 0.11 0.797 1.052 0.169 0.093 0.547 1.119 0.239 0.088 0.315 0.069 0.593 1.068
2056 0.494 1.049 0.065 0.044 0.205 0.736 0.289 0.13 0.728 1.056 0.131 0.136 0.482 1.157 0.178 0.082 0.265 0.043 0.487 1.107
2057 0.421 1.02 0.039 0.038 0.194 0.69 0.232 0.149 0.665 1.07 0.147 0.222 0.36 1.148 0.12 0.075 0.217 0.043 0.414 1.119
2058 0.363 0.97 0.03 0.129 0.177 0.641 0.179 0.191 0.597 1.085 0.189 0.341 0.279 1.13 0.062 0.076 0.137 0.052 0.34 1.139
2059 0.305 0.915 0.025 0.214 0.166 0.595 0.22 0.244 0.53 1.094 0.201 0.484 0.188 1.116 0.075 0.175 0.078 0.061 0.276 1.13
2060 0.279 0.834 0.037 0.279 0.179 0.585 0.187 0.331 0.456 1.099 0.159 0.535 0.113 1.097 0.134 0.294 0.038 0.07 0.184 1.136
2061 0.229 0.747 0.023 0.318 0.163 0.675 0.176 0.403 0.388 1.103 0.19 0.52 0.126 0.928 0.197 0.351 0.04 0.127 0.139 1.067
2062 0.155 0.75 0.051 0.415 0.209 0.653 0.171 0.444 0.34 1.062 0.171 0.497 0.132 0.778 0.206 0.434 0.056 0.223 0.128 0.936
2063 0.12 0.645 0.053 0.499 0.179 0.567 0.112 0.512 0.306 0.988 0.177 0.514 0.126 0.729 0.21 0.518 0.06 0.316 0.127 0.833
2064 0.07 0.552 0.063 0.525 0.216 0.595 0.079 0.528 0.308 0.945 0.167 0.502 0.164 0.663 0.184 0.556 0.061 0.401 0.122 0.748
2065 0.058 0.554 0.081 0.518 0.186 0.58 0.094 0.499 0.274 0.895 0.161 0.465 0.151 0.611 0.139 0.587 0.067 0.46 0.139 0.663
2066 0.054 0.586 0.06 0.557 0.158 0.514 0.12 0.515 0.238 0.846 0.164 0.425 0.162 0.554 0.097 0.566 0.112 0.498 0.084 0.575
2067 0.055 0.614 0.056 0.509 0.169 0.446 0.112 0.529 0.211 0.782 0.22 0.41 0.151 0.551 0.071 0.548 0.104 0.49 0.048 0.573
2068 0.077 0.662 0.096 0.471 0.224 0.415 0.172 0.528 0.174 0.754 0.267 0.361 0.185 0.518 0.145 0.508 0.124 0.462 0.07 0.623
2069 0.1 0.698 0.155 0.466 0.272 0.497 0.201 0.589 0.146 0.729 0.244 0.278 0.219 0.506 0.159 0.556 0.199 0.405 0.077 0.653
