time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
2584 0.7855000000000001 0.842 0.305 0.114 0.233 0.309 1.123 1.044 0.276 0.266 0.193 0.294 0.331 0.299 0.249 0.299 0.18 0.266 0.26 0.279
2585 0.772 0.814 0.307 0.075 0.228 0.268 1.137 1.008 0.27 0.26 0.209 0.275 0.422 0.327 0.286 0.296 0.13 0.292 0.273 0.264
2586 0.809 0.795 0.31 0.045 0.252 0.245 1.167 0.994 0.268 0.236 0.244 0.249 0.437 0.368 0.334 0.275 0.072 0.271 0.286 0.264
2587 0.833 0.775 0.334 0.026 0.26 0.219 1.164 0.946 0.273 0.202 0.231 0.234 0.442 0.392 0.297 0.247 0.034 0.249 0.276 0.238
2588 0.833 0.752 0.347 0.011 0.313 0.271 1.159 0.906 0.236 0.2 0.212 0.238 0.403 0.417 0.307 0.283 0.051 0.309 0.289 0.32
2589 0.859 0.726 0.366 0.006 0.337 0.356 1.135 0.858 0.217 0.215 0.199 0.279 0.358 0.415 0.268 0.322 0.085 0.357 0.355 0.369
2590 0.851 0.683 0.414 0.009 0.265 0.341 1.128 0.808 0.188 0.241 0.215 0.318 0.303 0.44 0.276 0.277 0.131 0.354 0.334 0.384
2591 0.87 0.664 0.286 0.281 0.236 0.324 1.148 0.769 0.188 0.268 0.22 0.339 0.31 0.511 0.236 0.256 0.18 0.387 0.312 0.417
2592 0.859 0.649 0.452 0.037 0.276 0.331 1.154 0.73 0.201 0.251 0.204 0.331 0.377 0.559 0.223 0.299 0.167 0.451 0.303 0.474
2593 0.838 0.629 0.475 0.044 0.289 0.359 1.141 0.689 0.199 0.322 0.193 0.365 0.445 0.572 0.207 0.331 0.127 0.497 0.305 0.511
2594 0.835 0.606 0.496 0.038 0.302 0.38 1.138 0.653 0.172 0.345 0.212 0.382 0.502 0.603 0.284 0.277 0.075 0.544 0.215 0.494
2595 0.856 0.603 0.512 0.041 0.257 0.411 1.101 0.635 0.119 0.353 0.217 0.41 0.509 0.652 0.196 0.348 0.076 0.64 0.118 0.56
2596 0.88 0.597 0.528 0.019 0.249 0.443 1.066 0.604 0.073 0.409 0.196 0.447 0.567 0.636 0.204 0.365 0.076 0.725 0.088 0.664
2597 0.92 0.601 0.549 0.004 0.244 0.447 1.041 0.567 0.095 0.489 0.17 0.479 0.602 0.591 0.223 0.393 0.073 0.823 0.085 0.767
2598 0.952 0.593 0.575 0.009 0.291 0.394 1.019 0.519 0.115 0.548 0.166 0.519 0.613 0.542 0.164 0.438 0.06 0.914 0.059 0.864
2599 1.002 0.597 0.589 0.017 0.334 0.374 0.992 0.524 0.079 0.641 0.171 0.564 0.586 0.498 0.135 0.438 0.083 0.985 0.049 0.922
2600 1.037 0.578 0.613 0.023 0.374 0.305 0.979 0.552 0.077 0.732 0.164 0.621 0.562 0.483 0.097 0.42 0.094 1.078 0.065 0.98
2601 1.042 0.526 0.639 0.017 0.379 0.288 1.0 0.589 0.063 0.827 0.119 0.642 0.506 0.44 0.081 0.396 0.073 1.144 0.09 1.016
2602 1.05 0.526 0.665 0.021 0.355 0.247 0.998 0.62 0.061 0.896 0.09 0.627 0.49 0.419 0.071 0.356 0.05 1.153 0.065 1.118
2603 1.042 0.498 0.663 0.013 0.36 0.202 0.949 0.625 0.065 0.976 0.071 0.629 0.445 0.459 0.095 0.313 0.083 1.135 0.12 1.122
2604 1.021 0.475 0.658 0.006 0.323 0.163 0.923 0.627 0.075 1.015 0.115 0.576 0.43 0.49 0.107 0.29 0.069 1.166 0.101 1.154
2605 1.013 0.447 0.639 0.005 0.29 0.153 0.875 0.62 0.074 1.096 0.156 0.539 0.431 0.544 0.114 0.261 0.078 1.169 0.073 1.153
2606 0.986 0.449 0.61 0.002 0.259 0.15 0.875 0.657 0.131 1.041 0.218 0.507 0.474 0.6 0.12 0.238 0.07 1.159 0.102 1.106
2607 0.96 0.477 0.593 0.008 0.228 0.15 0.887 0.696 0.128 0.934 0.239 0.449 0.474 0.657 0.141 0.201 0.104 1.091 0.122 1.029
2608 0.941 0.477 0.581 0.015 0.178 0.195 0.856 0.707 0.219 0.844 0.236 0.401 0.465 0.68 0.166 0.183 0.139 0.982 0.175 0.944
2609 0.915 0.466 0.581 0.047 0.191 0.243 0.822 0.674 0.327 0.717 0.278 0.387 0.472 0.697 0.17 0.18 0.246 0.893 0.345 0.808
