time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
2952 0.968 0.902 0.092 1.158 0.299 0.278 1.148 0.072 1.125 0.097 0.177 0.219 0.11699999999999999 1.146 0.555 0.298 0.896 0.825 1.112 0.648
2953 1.018 0.837 0.151 1.151 0.254 0.338 1.083 0.038 1.028 0.044 0.198 0.281 0.192 1.139 0.631 0.214 0.904 0.747 1.018 0.462
2954 1.089 0.787 0.218 1.147 0.272 0.305 1.02 0.046 0.936 0.124 0.222 0.352 0.294 1.14 0.718 0.152 0.909 0.661 0.926 0.286
2955 1.133 0.712 0.297 1.142 0.323 0.278 0.901 0.05 0.787 0.169 0.187 0.371 0.367 1.136 0.757 0.138 0.925 0.545 0.772 0.218
2956 1.135 0.603 0.338 1.16 0.36 0.24 0.769 0.052 0.688 0.182 0.195 0.415 0.353 1.157 0.61 0.143 0.931 0.483 0.595 0.216
2957 1.136 0.531 0.337 1.162 0.362 0.19 0.636 0.059 0.556 0.174 0.234 0.412 0.426 1.151 0.438 0.135 0.877 0.414 0.421 0.22
2958 1.131 0.461 0.387 1.146 0.293 0.139 0.476 0.078 0.436 0.206 0.235 0.409 0.431 1.153 0.328 0.149 0.838 0.405 0.312 0.236
2959 1.086 0.4 0.435 1.145 0.214 0.198 0.379 0.152 0.339 0.259 0.259 0.333 0.448 1.125 0.294 0.132 0.787 0.383 0.251 0.224
2960 1.057 0.389 0.482 1.146 0.129 0.234 0.317 0.2 0.299 0.267 0.296 0.283 0.508 1.132 0.265 0.124 0.771 0.312 0.195 0.19
2961 0.965 0.347 0.506 1.13 0.076 0.208 0.238 0.233 0.315 0.278 0.291 0.293 0.556 1.085 0.211 0.117 0.753 0.262 0.134 0.162
2962 0.909 0.269 0.547 1.089 0.074 0.165 0.272 0.293 0.409 0.308 0.355 0.286 0.571 1.027 0.165 0.072 0.848 0.238 0.12 0.124
2963 0.9 0.23 0.58 1.022 0.063 0.06 0.263 0.4 0.436 0.369 0.411 0.325 0.611 0.966 0.237 0.064 0.925 0.179 0.075 0.073
2964 0.952 0.176 0.603 0.982 0.071 0.079 0.2 0.508 0.455 0.433 0.404 0.375 0.652 0.918 0.285 0.056 0.91 0.121 0.125 0.134
2965 0.944 0.129 0.641 0.947 0.137 0.236 0.179 0.629 0.486 0.482 0.336 0.417 0.69 0.902 0.327 0.054 0.875 0.079 0.149 0.329
2966 0.906 0.093 0.687 0.919 0.219 0.336 0.238 0.744 0.546 0.505 0.264 0.418 0.737 0.905 0.341 0.053 0.787 0.07 0.135 0.527
2967 0.765 0.097 0.784 0.939 0.24 0.383 0.341 0.824 0.593 0.502 0.222 0.407 0.8 0.904 0.31 0.056 0.705 0.09 0.115 0.708
2968 0.654 0.104 0.912 0.94 0.248 0.319 0.438 0.857 0.629 0.527 0.251 0.378 0.885 0.899 0.257 0.073 0.593 0.104 0.076 0.871
2969 0.521 0.112 0.917 0.868 0.27 0.269 0.558 0.89 0.672 0.506 0.243 0.314 0.909 0.852 0.214 0.069 0.487 0.081 0.086 0.983
2970 0.42 0.109 0.936 0.902 0.283 0.209 0.66 0.918 0.659 0.467 0.254 0.305 0.954 0.849 0.183 0.083 0.379 0.104 0.143 1.054
2971 0.328 0.183 0.949 0.871 0.259 0.212 0.798 0.952 0.599 0.428 0.283 0.262 1.021 0.847 0.208 0.133 0.3 0.145 0.298 1.089
