time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
2076 0.27153898313496305 0.27880301157706494 0.07 0.062 0.075 0.098 0.046 0.046 0.043 0.105 0.195 0.047 0.046 0.081 0.07 0.085 0.081 0.137 0.106 0.041
2077 0.128 0.162 0.06 0.045 0.142 0.121 0.05 0.04 0.042 0.161 0.199 0.098 0.041 0.099 0.07 0.064 0.059 0.161 0.063 0.031
2078 0.174 0.15 0.104 0.054 0.188 0.113 0.064 0.063 0.062 0.212 0.299 0.057 0.059 0.15 0.16 0.035 0.079 0.18 0.177 0.024
2079 0.204 0.113 0.118 0.098 0.244 0.052 0.038 0.074 0.121 0.193 0.346 0.1 0.091 0.14 0.243 0.031 0.119 0.142 0.302 0.032
2080 0.168 0.099 0.134 0.086 0.251 0.076 0.034 0.046 0.295 0.274 0.36 0.102 0.115 0.092 0.31 0.052 0.168 0.127 0.312 0.076
2081 0.24 0.075 0.205 0.082 0.305 0.186 0.064 0.044 0.484 0.482 0.369 0.238 0.175 0.032 0.305 0.099 0.231 0.129 0.351 0.116
2082 0.31 0.162 0.286 0.09 0.443 0.287 0.072 0.134 0.692 0.625 0.52 0.376 0.229 0.083 0.344 0.218 0.307 0.22 0.427 0.208
2083 0.395 0.283 0.484 0.211 0.616 0.439 0.045 0.189 0.815 0.547 0.748 0.467 0.406 0.145 0.506 0.35 0.37 0.303 0.567 0.31
2084 0.606 0.383 0.672 0.294 0.818 0.432 0.06 0.232 0.951 0.431 0.84 0.47 0.577 0.25 0.715 0.428 0.54 0.364 0.75 0.364
2085 0.796 0.425 0.821 0.295 0.977 0.32 0.275 0.316 1.054 0.297 1.021 0.385 0.759 0.281 0.903 0.366 0.702 0.366 0.904 0.289
