# Time(s) fish0X fish0Y
0.000 0.523 0.058
1.000 0.469 0.120
2.000 0.366 0.143
3.000 0.274 0.063
4.000 0.202 0.025
5.000 0.148 0.047
6.000 0.116 0.084
7.000 0.071 0.059
8.000 0.030 0.037
9.000 0.013 0.108
10.000 0.006 0.190
11.000 0.022 0.233
12.000 0.006 0.277
13.000 0.010 0.355
14.000 0.012 0.456
15.000 0.049 0.517
16.000 0.069 0.567
17.000 0.034 0.684
18.000 0.067 0.798
19.000 0.148 0.891
20.000 0.188 1.029
21.000 0.145 1.114
22.000 0.091 1.158
23.000 0.178 1.168
24.000 0.272 1.164
25.000 0.366 1.162
26.000 0.480 1.169
27.000 0.615 1.177
28.000 0.722 1.174
29.000 0.880 1.164
30.000 1.028 1.162
31.000 1.131 1.118
32.000 1.151 0.989
33.000 1.171 0.869
34.000 1.166 0.763
35.000 1.180 0.637
36.000 1.181 0.483
37.000 1.196 0.418
38.000 1.186 0.349
39.000 1.196 0.263
40.000 1.136 0.214
41.000 1.163 0.218
42.000 1.179 0.150
43.000 1.146 0.074
44.000 1.101 0.034
45.000 1.051 0.009
46.000 0.952 0.015
47.000 0.888 0.006
48.000 0.822 0.044
49.000 0.707 0.024
50.000 0.559 0.016
51.000 0.461 0.029
52.000 0.335 0.089
53.000 0.187 0.117
54.000 0.075 0.148
55.000 0.061 0.232
56.000 0.029 0.335
57.000 0.023 0.449
58.000 0.028 0.574
59.000 0.037 0.711
60.000 0.074 0.831
61.000 0.169 0.904
62.000 0.211 1.034
63.000 0.216 1.142
64.000 0.335 1.162
65.000 0.465 1.166
66.000 0.495 1.114
67.000 0.580 1.072
68.000 0.725 1.087
69.000 0.863 1.126
70.000 1.011 1.159
71.000 1.108 1.125
72.000 1.125 1.080
73.000 1.135 0.954
74.000 1.167 0.829
75.000 1.153 0.724
76.000 1.094 0.667
77.000 1.097 0.538
78.000 1.130 0.388
79.000 1.173 0.258
80.000 1.183 0.195
81.000 1.140 0.119
82.000 1.067 0.056
83.000 0.968 0.039
84.000 0.858 0.027
85.000 0.744 0.053
86.000 0.570 0.044
87.000 0.444 0.023
88.000 0.316 0.044
89.000 0.173 0.041
90.000 0.104 0.096
91.000 0.050 0.202
92.000 0.060 0.298
93.000 0.049 0.440
94.000 0.055 0.497
95.000 0.101 0.635
96.000 0.088 0.776
97.000 0.103 0.892
98.000 0.164 0.925
99.000 0.254 0.990
100.000 0.386 1.074
101.000 0.496 1.145
102.000 0.624 1.168
103.000 0.773 1.185
104.000 0.898 1.175
105.000 1.006 1.165
106.000 1.082 1.129
107.000 1.135 1.010
108.000 1.174 0.846
109.000 1.180 0.751
110.000 1.142 0.655
111.000 1.142 0.528
112.000 1.181 0.391
113.000 1.194 0.296
114.000 1.169 0.199
115.000 1.163 0.092
116.000 1.003 0.047
117.000 0.791 0.019
118.000 0.589 0.019
119.000 0.448 0.023
120.000 0.346 0.010
121.000 0.220 0.036
122.000 0.098 0.080
123.000 0.057 0.179
124.000 0.035 0.302
125.000 0.029 0.442
126.000 0.020 0.566
127.000 0.034 0.708
128.000 0.068 0.903
129.000 0.094 1.051
130.000 0.199 1.148
131.000 0.341 1.165
132.000 0.467 1.168
133.000 0.614 1.147
134.000 0.771 1.175
135.000 0.906 1.179
136.000 1.008 1.172
137.000 1.068 1.139
138.000 1.080 1.054
139.000 1.148 0.918
140.000 1.182 0.795
141.000 1.181 0.677
142.000 1.178 0.542
143.000 1.172 0.407
144.000 1.147 0.292
145.000 1.176 0.159
146.000 1.158 0.063
147.000 1.093 0.048
148.000 1.022 0.075
149.000 0.883 0.089
150.000 0.747 0.105
151.000 0.618 0.083
152.000 0.543 0.088
153.000 0.430 0.141
154.000 0.299 0.115
155.000 0.220 0.090
156.000 0.123 0.142
157.000 0.070 0.256
158.000 0.026 0.371
159.000 0.030 0.458
160.000 0.038 0.555
161.000 0.051 0.697
162.000 0.077 0.825
163.000 0.192 0.895
164.000 0.318 0.847
165.000 0.391 0.752
166.000 0.471 0.686
167.000 0.509 0.577
168.000 0.525 0.474
169.000 0.655 0.382
170.000 0.774 0.335
171.000 0.921 0.339
172.000 1.047 0.332
173.000 1.108 0.213
174.000 1.152 0.127
175.000 1.103 0.046
176.000 0.987 0.019
177.000 0.887 0.013
178.000 0.814 0.030
179.000 0.694 0.011
180.000 0.606 0.009
181.000 0.531 0.016
182.000 0.433 0.009
183.000 0.367 0.014
184.000 0.255 0.026
185.000 0.150 0.027
186.000 0.106 0.041
187.000 0.083 0.080
188.000 0.039 0.184
189.000 0.014 0.273
190.000 0.039 0.334
191.000 0.034 0.436
192.000 0.002 0.529
193.000 0.009 0.610
194.000 0.014 0.694
