# Time(s) fish0X fish0Y
0.000 1.142 1.036
1.000 1.165 0.929
2.000 1.177 0.813
3.000 1.176 0.681
4.000 1.179 0.547
5.000 1.162 0.424
6.000 1.159 0.308
7.000 1.191 0.201
8.000 1.179 0.089
9.000 1.159 0.013
10.000 1.104 0.023
11.000 1.022 0.032
12.000 0.934 0.009
13.000 0.847 0.025
14.000 0.745 0.024
15.000 0.668 0.028
16.000 0.582 0.029
17.000 0.492 0.012
18.000 0.396 0.038
19.000 0.335 0.053
20.000 0.248 0.063
21.000 0.155 0.037
22.000 0.065 0.046
23.000 0.027 0.133
24.000 0.031 0.232
25.000 0.027 0.305
26.000 0.015 0.396
27.000 0.045 0.482
28.000 0.082 0.475
29.000 0.094 0.537
30.000 0.081 0.616
31.000 0.056 0.712
32.000 0.069 0.791
33.000 0.043 0.877
34.000 0.023 0.940
35.000 0.036 1.024
36.000 0.040 1.117
37.000 0.096 1.170
38.000 0.178 1.164
39.000 0.244 1.158
40.000 0.323 1.173
41.000 0.396 1.173
42.000 0.427 1.175
43.000 0.480 1.178
44.000 0.538 1.175
45.000 0.613 1.152
46.000 0.652 1.183
47.000 0.755 1.169
48.000 0.842 1.164
49.000 0.940 1.158
50.000 1.025 1.182
51.000 1.108 1.172
52.000 1.166 1.140
53.000 1.158 1.071
54.000 1.169 1.014
55.000 1.169 0.950
56.000 1.182 0.861
57.000 1.168 0.765
58.000 1.164 0.672
59.000 1.180 0.583
60.000 1.179 0.489
61.000 1.180 0.416
62.000 1.170 0.359
63.000 1.165 0.270
64.000 1.183 0.232
65.000 1.171 0.173
66.000 1.157 0.086
67.000 1.130 0.026
68.000 1.041 0.028
69.000 0.959 0.023
70.000 0.877 0.036
71.000 0.802 0.034
72.000 0.731 0.019
73.000 0.639 0.022
74.000 0.541 0.041
75.000 0.450 0.031
76.000 0.353 0.035
77.000 0.276 0.053
78.000 0.194 0.065
79.000 0.131 0.022
80.000 0.075 0.035
81.000 0.044 0.083
82.000 0.056 0.152
83.000 0.045 0.235
84.000 0.040 0.326
85.000 0.051 0.410
86.000 0.026 0.498
87.000 0.021 0.572
88.000 0.036 0.671
89.000 0.058 0.768
90.000 0.051 0.863
91.000 0.029 0.944
92.000 0.055 1.030
93.000 0.036 1.114
94.000 0.053 1.163
95.000 0.123 1.164
96.000 0.176 1.176
97.000 0.229 1.182
98.000 0.271 1.184
99.000 0.311 1.176
100.000 0.358 1.173
101.000 0.441 1.174
102.000 0.502 1.186
103.000 0.574 1.168
104.000 0.622 1.185
105.000 0.671 1.183
106.000 0.747 1.163
107.000 0.831 1.173
108.000 0.929 1.170
109.000 1.001 1.187
110.000 1.062 1.174
111.000 1.099 1.126
112.000 1.133 1.048
113.000 1.165 0.974
114.000 1.145 0.894
115.000 1.143 0.809
116.000 1.153 0.726
117.000 1.170 0.625
118.000 1.157 0.532
119.000 1.108 0.487
120.000 1.098 0.402
121.000 1.092 0.325
122.000 1.131 0.243
123.000 1.185 0.197
124.000 1.160 0.118
125.000 1.158 0.059
126.000 1.110 0.023
127.000 1.049 0.035
128.000 0.955 0.041
129.000 0.882 0.027
130.000 0.825 0.049
131.000 0.758 0.075
132.000 0.688 0.117
133.000 0.599 0.150
134.000 0.541 0.196
135.000 0.476 0.236
136.000 0.398 0.257
137.000 0.418 0.320
138.000 0.376 0.399
139.000 0.292 0.407
140.000 0.209 0.453
141.000 0.159 0.541
142.000 0.187 0.552
143.000 0.179 0.556
144.000 0.148 0.634
145.000 0.090 0.634
146.000 0.062 0.622
147.000 0.087 0.587
148.000 0.074 0.511
149.000 0.026 0.473
150.000 0.032 0.386
151.000 0.030 0.293
152.000 0.031 0.208
153.000 0.038 0.143
154.000 0.033 0.080
155.000 0.060 0.025
156.000 0.109 0.027
157.000 0.156 0.025
158.000 0.203 0.024
159.000 0.248 0.018
160.000 0.290 0.015
161.000 0.318 0.018
