# Time(s) fish0X fish0Y
0.000 1.099 0.384
1.000 1.112 0.328
2.000 1.104 0.283
3.000 1.136 0.224
4.000 1.162 0.198
5.000 1.162 0.148
6.000 1.149 0.076
7.000 1.092 0.033
8.000 1.038 0.037
9.000 0.975 0.048
10.000 0.940 0.064
11.000 0.911 0.096
12.000 0.891 0.135
13.000 0.882 0.168
14.000 0.893 0.208
15.000 0.909 0.237
16.000 0.945 0.238
17.000 0.975 0.211
18.000 0.991 0.177
19.000 1.010 0.149
20.000 1.026 0.115
21.000 1.063 0.082
22.000 1.095 0.059
23.000 1.131 0.042
24.000 1.158 0.036
25.000 1.172 0.063
26.000 1.168 0.092
27.000 1.158 0.120
28.000 1.116 0.133
29.000 1.096 0.088
30.000 1.084 0.048
31.000 1.050 0.026
32.000 1.016 0.041
33.000 0.984 0.072
34.000 0.956 0.089
35.000 0.925 0.106
36.000 0.897 0.138
37.000 0.844 0.125
38.000 0.799 0.098
39.000 0.774 0.071
40.000 0.757 0.048
41.000 0.749 0.035
42.000 0.727 0.023
43.000 0.701 0.019
44.000 0.690 0.049
45.000 0.726 0.046
46.000 0.751 0.033
47.000 0.789 0.024
48.000 0.826 0.026
49.000 0.862 0.035
50.000 0.893 0.038
51.000 0.930 0.049
52.000 0.972 0.052
53.000 1.007 0.039
54.000 1.025 0.026
55.000 1.062 0.028
56.000 1.099 0.030
57.000 1.128 0.033
58.000 1.161 0.039
59.000 1.181 0.050
60.000 1.171 0.076
61.000 1.165 0.106
62.000 1.150 0.131
63.000 1.142 0.156
64.000 1.148 0.190
65.000 1.172 0.224
66.000 1.193 0.254
67.000 1.173 0.287
68.000 1.158 0.313
69.000 1.152 0.356
70.000 1.159 0.405
71.000 1.185 0.452
72.000 1.191 0.501
73.000 1.177 0.558
74.000 1.189 0.613
75.000 1.193 0.657
76.000 1.166 0.700
77.000 1.179 0.749
78.000 1.188 0.780
79.000 1.155 0.801
80.000 1.134 0.775
81.000 1.086 0.794
82.000 1.085 0.853
83.000 1.109 0.908
84.000 1.152 0.964
85.000 1.175 0.958
86.000 1.167 0.925
87.000 1.179 0.877
88.000 1.188 0.835
89.000 1.181 0.806
90.000 1.175 0.768
91.000 1.175 0.734
92.000 1.176 0.697
93.000 1.184 0.662
94.000 1.185 0.620
95.000 1.183 0.575
96.000 1.182 0.539
97.000 1.193 0.494
98.000 1.187 0.455
99.000 1.170 0.424
100.000 1.151 0.387
101.000 1.167 0.335
102.000 1.183 0.303
103.000 1.193 0.267
104.000 1.183 0.222
105.000 1.177 0.178
106.000 1.185 0.128
107.000 1.183 0.094
108.000 1.179 0.052
109.000 1.174 0.029
110.000 1.144 0.028
111.000 1.143 0.049
112.000 1.176 0.041
113.000 1.146 0.024
114.000 1.111 0.023
115.000 1.065 0.023
116.000 1.026 0.032
117.000 0.975 0.015
118.000 0.927 0.019
119.000 0.889 0.024
120.000 0.862 0.027
121.000 0.827 0.038
122.000 0.821 0.081
123.000 0.837 0.115
124.000 0.840 0.157
125.000 0.840 0.201
126.000 0.872 0.217
127.000 0.901 0.227
128.000 0.926 0.254
129.000 0.903 0.285
130.000 0.840 0.255
131.000 0.794 0.240
132.000 0.753 0.236
133.000 0.690 0.206
134.000 0.634 0.170
135.000 0.595 0.114
136.000 0.600 0.067
137.000 0.629 0.040
138.000 0.668 0.026
139.000 0.710 0.013
140.000 0.737 0.021
141.000 0.756 0.047
142.000 0.797 0.052
143.000 0.831 0.029
144.000 0.852 0.009
145.000 0.895 0.021
146.000 0.939 0.019
147.000 0.991 0.015
148.000 1.036 0.007
149.000 1.078 0.017
150.000 1.107 0.020
151.000 1.136 0.014
152.000 1.172 0.016
153.000 1.194 0.044
154.000 1.191 0.074
155.000 1.188 0.097
156.000 1.190 0.130
157.000 1.196 0.177
158.000 1.197 0.196
159.000 1.181 0.213
160.000 1.171 0.232
161.000 1.142 0.229
162.000 1.146 0.193
163.000 1.181 0.168
164.000 1.180 0.117
165.000 1.173 0.073
166.000 1.184 0.024
167.000 1.139 0.019
168.000 1.089 0.034
169.000 1.050 0.036
170.000 1.020 0.051
171.000 1.008 0.081
172.000 1.010 0.113
173.000 1.002 0.154
174.000 0.999 0.189
175.000 0.998 0.230
176.000 0.997 0.260
177.000 1.003 0.314
178.000 1.027 0.355
179.000 1.058 0.377
180.000 1.110 0.400
181.000 1.168 0.406
182.000 1.186 0.389
183.000 1.165 0.356
184.000 1.135 0.351
185.000 1.104 0.366
186.000 1.082 0.408
187.000 1.083 0.475
188.000 1.113 0.531
189.000 1.156 0.574
190.000 1.152 0.633
191.000 1.141 0.704
192.000 1.135 0.761
193.000 1.168 0.809
194.000 1.182 0.877
