time X0 Y0 X1 Y1 X2 Y2 X3 Y3 X4 Y4 X5 Y5 X6 Y6 X7 Y7 X8 Y8 X9 Y9
1850 0.339 1.041 0.303 1.057 0.324 1.064 0.2005 0.639 0.517 0.731 0.383 0.925 0.216 0.632 0.218 0.403 0.221 0.318 0.337 1.101
1851 0.427 1.086 0.294 0.978 0.372 1.124 0.215 0.742 0.521 0.774 0.401 1.0 0.218 0.549 0.191 0.345 0.204 0.318 0.455 1.111
1852 0.537 1.14 0.378 0.977 0.478 1.136 0.246 0.799 0.535 0.816 0.443 1.042 0.223 0.657 0.203 0.493 0.181 0.339 0.59 1.131
1853 0.657 1.128 0.456 0.94 0.581 1.077 0.415 0.928 0.555 0.847 0.554 1.057 0.271 0.79 0.243 0.63 0.156 0.326 0.68 1.095
1854 0.726 1.088 0.552 1.006 0.683 1.006 0.565 0.942 0.586 0.873 0.638 1.039 0.367 0.902 0.302 0.756 0.155 0.292 0.723 0.97
1855 0.77 1.057 0.673 1.008 0.761 0.968 0.645 0.924 0.63 0.864 0.724 1.06 0.513 0.962 0.407 0.85 0.17 0.264 0.744 0.917
1856 0.821 0.992 0.721 0.917 0.847 0.963 0.752 0.869 0.665 0.886 0.79 1.042 0.631 0.962 0.52 0.887 0.2 0.254 0.776 0.85
1857 0.869 0.954 0.775 0.856 0.921 0.971 0.823 0.869 0.716 0.825 0.872 1.03 0.71 0.925 0.626 0.878 0.215 0.254 0.832 0.785
1858 0.966 0.916 0.874 0.836 0.997 0.937 0.899 0.839 0.777 0.779 0.955 1.019 0.776 0.897 0.722 0.813 0.247 0.249 0.827 0.715
1859 1.017 0.885 0.972 0.823 1.043 0.88 1.024 0.84 0.857 0.754 1.014 1.041 0.861 0.842 0.795 0.763 0.269 0.236 0.799 0.657
1860 1.069 0.833 0.985 0.772 1.107 0.828 1.053 0.818 0.937 0.743 1.036 1.048 0.891 0.817 0.818 0.696 0.303 0.232 0.772 0.615
1861 1.112 0.836 0.997 0.741 1.118 0.726 1.018 0.752 1.011 0.701 1.027 1.057 0.986 0.759 0.782 0.648 0.319 0.257 0.748 0.636
1862 1.12 0.892 1.056 0.682 1.076 0.608 1.067 0.745 1.027 0.651 1.041 1.01 0.994 0.683 0.772 0.66 0.314 0.283 0.763 0.646
1863 1.087 0.897 1.107 0.733 1.054 0.498 1.062 0.775 0.991 0.543 1.053 0.877 1.018 0.605 0.759 0.648 0.314 0.307 0.863 0.554
1864 1.083 0.809 1.123 0.789 0.999 0.391 1.006 0.749 0.979 0.414 0.993 0.775 1.007 0.541 0.793 0.598 0.329 0.34 0.911 0.438
